Data,Study,Trait,Sample1,Sample2,AuthorDate,Data.type,Citation,Species,System,Order,Sex,GenPhen,AlloSyn,Autonomous,Trait,Dimensionality (k),BodySizeCorrelated,Years,GLength,Darwins,Darwins.num,Darwins.num.abs,Darwins (standardized by k),Haldanes,Generations,log10.gens,h.num,Darwin.Numerator,log10.years,d,InSitu
5801,152,1,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,1,1,1,1299998.945,20,0.157534292,0.204794413,0.204794413,0.157534292,3.25E-05,64999.94727,4.812913004,2.111339146,0.204794413,6.113943,0.204794413,NA
5802,152,2,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,2,1,1,600001.0356,20,0.556774867,0.334065497,0.334065497,0.556774867,0.000105261,30000.05178,4.477122004,3.157846387,0.334065497,5.778152,0.334065497,NA
5803,152,2,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,2,1,1,1299998.945,20,-0.062874379,-0.081736626,0.081736626,-0.062874379,-1.19E-05,64999.94727,4.812913004,-0.772209251,-0.081736626,6.113943,-0.081736626,NA
5804,152,3,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,3,1,1,600001.0356,20,-0.163887104,-0.098332432,0.098332432,-0.163887104,-2.94E-05,30000.05178,4.477122004,-0.880825745,-0.098332432,5.778152,-0.098332432,NA
5805,152,3,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,3,1,1,1299998.945,20,0.084395321,0.109713828,0.109713828,0.084395321,1.51E-05,64999.94727,4.812913004,0.982971667,0.109713828,6.113943,0.109713828,NA
5806,152,4,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,4,1,1,600001.0356,20,0.929381213,0.55762969,0.55762969,0.929381213,0.000136892,30000.05178,4.477122004,4.106775855,0.55762969,5.778152,0.55762969,NA
5807,152,4,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,4,1,1,1299998.945,20,0.169505038,0.220356371,0.220356371,0.169505038,2.50E-05,64999.94727,4.812913004,1.622239605,0.220356371,6.113943,0.220356371,NA
5808,152,5,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,5,1,1,600001.0356,20,0.320619268,0.192371893,0.192371893,0.320619268,4.75E-05,30000.05178,4.477122004,1.424131196,0.192371893,5.778152,0.192371893,NA
5809,152,5,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,5,1,1,1299998.945,20,0.230849873,0.300104592,0.300104592,0.230849873,3.42E-05,64999.94727,4.812913004,2.221314236,0.300104592,6.113943,0.300104592,NA
5810,152,6,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,6,1,1,600001.0356,20,-0.468169834,-0.280902385,0.280902385,-0.468169834,-6.48E-05,30000.05178,4.477122004,-1.942602754,-0.280902385,5.778152,-0.280902385,NA
5811,152,6,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,6,1,1,1299998.945,20,-0.11167856,-0.14518201,0.14518201,-0.11167856,-1.54E-05,64999.94727,4.812913004,-1.003457539,-0.14518201,6.113943,-0.14518201,NA
5812,152,7,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,7,1,1,600001.0356,20,1.05148136,0.630889905,0.630889905,1.05148136,0.000156357,30000.05178,4.477122004,4.690714495,0.630889905,5.778152,0.630889905,NA
5813,152,7,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,7,1,1,1299998.945,20,0.099454421,0.129290643,0.129290643,0.099454421,1.48E-05,64999.94727,4.812913004,0.961337758,0.129290643,6.113943,0.129290643,NA
5814,152,8,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,8,1,1,600001.0356,20,0.78333803,0.470003629,0.470003629,0.78333803,0.000113346,30000.05178,4.477122004,3.400376452,0.470003629,5.778152,0.470003629,NA
5815,152,8,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,8,1,1,1299998.945,20,0.101914839,0.132489183,0.132489183,0.101914839,1.88E-05,64999.94727,4.812913004,1.222323046,0.132489183,6.113943,0.132489183,NA
5816,152,8,2,3,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,8,1,1,499999.995,20,0.545951855,0.272975925,0.272975925,0.545951855,0.000100738,24999.99975,4.397940004,2.518448069,0.272975925,5.69897,0.272975925,NA
5817,152,9,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,9,1,1,600001.0356,20,0.221036098,0.132621888,0.132621888,0.221036098,3.58E-05,30000.05178,4.477122004,1.074555868,0.132621888,5.778152,0.132621888,NA
5818,152,9,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,9,1,1,1299998.945,20,0.057666947,0.07496697,0.07496697,0.057666947,9.35E-06,64999.94727,4.812913004,0.607778034,0.07496697,6.113943,0.07496697,NA
5819,152,9,2,3,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,9,1,1,499999.995,20,0.001968828,0.000984414,0.000984414,0.001968828,3.24E-07,24999.99975,4.397940004,0.008103134,0.000984414,5.69897,0.000984414,NA
5820,152,10,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,10,1,1,600001.0356,20,-0.055590497,-0.033354356,0.033354356,-0.055590497,-9.44E-06,30000.05178,4.477122004,-0.283051851,-0.033354356,5.778152,-0.033354356,NA
5821,152,10,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,10,1,1,1299998.945,20,0.002520695,0.003276901,0.003276901,0.002520695,4.30E-07,64999.94727,4.812913004,0.027963659,0.003276901,6.113943,0.003276901,NA
5822,152,10,2,3,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,10,1,1,499999.995,20,-0.339071201,-0.169535599,0.169535599,-0.339071201,-5.75E-05,24999.99975,4.397940004,-1.436438378,-0.169535599,5.69897,-0.169535599,NA
5823,152,11,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,11,1,1,600001.0356,20,0.940556717,0.564335004,0.564335004,0.940556717,0.000144138,30000.05178,4.477122004,4.324142525,0.564335004,5.778152,0.564335004,NA
5824,152,11,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,11,1,1,1299998.945,20,0.185147178,0.240691136,0.240691136,0.185147178,2.84E-05,64999.94727,4.812913004,1.844446234,0.240691136,6.113943,0.240691136,NA
5825,152,11,2,3,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,11,1,1,499999.995,20,0.054037607,0.027018803,0.027018803,0.054037607,8.28E-06,24999.99975,4.397940004,0.206896431,0.027018803,5.69897,0.027018803,NA
5826,152,12,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,12,1,1,600001.0356,20,0.583669708,0.350202429,0.350202429,0.583669708,9.41E-05,30000.05178,4.477122004,2.824197082,0.350202429,5.778152,0.350202429,NA
5827,152,12,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,12,1,1,1299998.945,20,0.113566245,0.147635999,0.147635999,0.113566245,1.83E-05,64999.94727,4.812913004,1.190320738,0.147635999,6.113943,0.147635999,NA
5828,152,12,2,3,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,12,1,1,499999.995,20,0.485123279,0.242561637,0.242561637,0.485123279,7.83E-05,24999.99975,4.397940004,1.956451111,0.242561637,5.69897,0.242561637,NA
5829,152,13,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,13,1,1,600001.0356,20,-0.658853424,-0.395312737,0.395312737,-0.658853424,-8.59E-05,30000.05178,4.477122004,-2.576926312,-0.395312737,5.778152,-0.395312737,NA
5830,152,13,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,13,1,1,1299998.945,20,-0.183393243,-0.238411023,0.238411023,-0.183393243,-2.39E-05,64999.94727,4.812913004,-1.554107298,-0.238411023,6.113943,-0.238411023,NA
5831,152,13,2,3,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,13,1,1,499999.995,20,0,0,0,0,-2.00E-99,24999.99975,4.397940004,-5.00E-95,0,5.69897,0,NA
5832,152,14,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,14,1,1,600001.0356,20,0.997829441,0.598698698,0.598698698,0.997829441,0.000173687,30000.05178,4.477122004,5.210627174,0.598698698,5.778152,0.598698698,NA
5833,152,14,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,14,1,1,1299998.945,20,0.193466169,0.251505816,0.251505816,0.193466169,3.37E-05,64999.94727,4.812913004,2.188860076,0.251505816,6.113943,0.251505816,NA
5834,152,14,2,3,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,14,1,1,499999.995,20,0.372886876,0.186443436,0.186443436,0.372886876,6.49E-05,24999.99975,4.397940004,1.622280694,0.186443436,5.69897,0.186443436,NA
5835,152,24,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,24,1,1,1299998.945,20,-0.080418416,-0.104543856,0.104543856,-0.080418416,-1.52E-05,64999.94727,4.812913004,-0.988648701,-0.104543856,6.113943,-0.104543856,NA
5836,152,25,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,25,1,1,1299998.945,20,-0.119500435,-0.15535044,0.15535044,-0.119500435,-2.17E-05,64999.94727,4.812913004,-1.407975183,-0.15535044,6.113943,-0.15535044,NA
5837,152,26,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,26,1,1,1299998.945,20,0.22633824,0.294239473,0.294239473,0.22633824,3.85E-05,64999.94727,4.812913004,2.503825165,0.294239473,6.113943,0.294239473,NA
5838,152,27,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,27,1,1,1299998.945,20,-0.14465568,-0.188052232,0.188052232,-0.14465568,-1.72E-05,64999.94727,4.812913004,-1.120309452,-0.188052232,6.113943,-0.188052232,NA
5839,152,28,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,28,1,1,1299998.945,20,0,0,0,0,-2.00E-99,64999.94727,4.812913004,-1.30E-94,0,6.113943,0,NA
5840,152,36,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,36,1,1,600001.0356,20,0.78333803,0.470003629,0.470003629,0.78333803,0.00013322,30000.05178,4.477122004,3.996602908,0.470003629,5.778152,0.470003629,NA
5841,152,36,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,36,1,1,1299998.945,20,0.115825369,0.150572858,0.150572858,0.115825369,1.97E-05,64999.94727,4.812913004,1.280610328,0.150572858,6.113943,0.150572858,NA
5842,152,37,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,37,1,1,600001.0356,20,0.626033039,0.375620472,0.375620472,0.626033039,0.00022238,30000.05178,4.477122004,6.671415659,0.375620472,5.778152,0.375620472,NA
5843,152,37,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,37,1,1,1299998.945,20,-0.121997163,-0.158596183,0.158596183,-0.121997163,-4.33E-05,64999.94727,4.812913004,-2.817052884,-0.158596183,6.113943,-0.158596183,NA
5844,152,38,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,38,1,1,600001.0356,20,-0.141327318,-0.084796537,0.084796537,-0.141327318,-4.32E-05,30000.05178,4.477122004,-1.294654842,-0.084796537,5.778152,-0.084796537,NA
5845,152,38,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,38,1,1,1299998.945,20,0.125354956,0.16296131,0.16296131,0.125354956,3.83E-05,64999.94727,4.812913004,2.488542144,0.16296131,6.113943,0.16296131,NA
5846,152,39,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,39,1,1,600001.0356,20,1.33265447,0.799594062,0.799594062,1.33265447,0.000196414,30000.05178,4.477122004,5.892424139,0.799594062,5.778152,0.799594062,NA
5847,152,39,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,39,1,1,1299998.945,20,0.063304084,0.082295243,0.082295243,0.063304084,9.33E-06,64999.94727,4.812913004,0.606482118,0.082295243,6.113943,0.082295243,NA
5848,152,40,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,40,1,1,600001.0356,20,0.355956219,0.2135741,0.2135741,0.355956219,6.72E-05,30000.05178,4.477122004,2.015097202,0.2135741,5.778152,0.2135741,NA
5849,152,40,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,40,1,1,1299998.945,20,0.147608587,0.191891008,0.191891008,0.147608587,2.78E-05,64999.94727,4.812913004,1.809435056,0.191891008,6.113943,0.191891008,NA
5850,152,41,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,41,1,1,600001.0356,20,-0.411432753,-0.246860078,0.246860078,-0.411432753,-4.47E-05,30000.05178,4.477122004,-1.340392534,-0.246860078,5.778152,-0.246860078,NA
5851,152,41,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,41,1,1,1299998.945,20,-0.134118099,-0.174353387,0.174353387,-0.134118099,-1.46E-05,64999.94727,4.812913004,-0.946795096,-0.174353387,6.113943,-0.174353387,NA
5852,152,42,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,42,1,1,600001.0356,20,1.573279149,0.943969119,0.943969119,1.573279149,0.000247769,30000.05178,4.477122004,7.433083303,0.943969119,5.778152,0.943969119,NA
5853,152,42,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,1,42,1,1,1299998.945,20,-0.18897353,-0.24566539,0.24566539,-0.18897353,-2.98E-05,64999.94727,4.812913004,-1.934643729,-0.24566539,6.113943,-0.24566539,NA
5854,152,2,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,2,1,1,1200002.072,20,0.278387433,0.334065497,0.334065497,0.278387433,NA,60000.10361,4.778152,NA,NA,6.079181996,0.334065497,NA
5855,152,2,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,2,1,1,3199998.922,20,0.026655047,0.085296123,0.085296123,0.026655047,NA,159999.9461,5.204119836,NA,NA,6.505149832,0.085296123,NA
5856,152,3,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,3,1,1,1200002.072,20,-0.081943552,-0.098332432,0.098332432,-0.081943552,NA,60000.10361,4.778152,NA,NA,6.079181996,-0.098332432,NA
5857,152,3,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,3,1,1,3199998.922,20,0.018921135,0.060547612,0.060547612,0.018921135,NA,159999.9461,5.204119836,NA,NA,6.505149832,0.060547612,NA
5858,152,4,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,4,1,1,1200002.072,20,0.464690606,0.55762969,0.55762969,0.464690606,NA,60000.10361,4.778152,NA,NA,6.079181996,0.55762969,NA
5859,152,4,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,4,1,1,3199998.922,20,0.155991058,0.499171216,0.499171216,0.155991058,NA,159999.9461,5.204119836,NA,NA,6.505149832,0.499171216,NA
5860,152,6,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,6,1,1,1200002.072,20,-0.234084917,-0.280902385,0.280902385,-0.234084917,NA,60000.10361,4.778152,NA,NA,6.079181996,-0.280902385,NA
5861,152,6,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,6,1,1,3199998.922,20,-0.089260406,-0.285633203,0.285633203,-0.089260406,NA,159999.9461,5.204119836,NA,NA,6.505149832,-0.285633203,NA
5862,152,9,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,9,1,1,1100001.03,20,0.06073008,0.066803151,0.066803151,0.06073008,NA,55000.05152,4.740363096,NA,NA,6.041393092,0.066803151,NA
5863,152,9,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,9,1,1,2599997.893,20,0.028833473,0.07496697,0.07496697,0.028833473,NA,129999.8946,5.113943,NA,NA,6.414972996,0.07496697,NA
5864,152,9,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,9,1,1,4066665.927,20,0.040337181,0.164037838,0.164037838,0.040337181,NA,203333.2964,5.308208501,NA,NA,6.609238497,0.164037838,NA
5865,152,10,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,10,1,1,1100001.03,20,-0.092222621,-0.101444978,0.101444978,-0.092222621,NA,55000.05152,4.740363096,NA,NA,6.041393092,-0.101444978,NA
5866,152,10,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,10,1,1,2599997.893,20,0.001260348,0.003276901,0.003276901,0.001260348,NA,129999.8946,5.113943,NA,NA,6.414972996,0.003276901,NA
5867,152,10,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,10,1,1,4066665.927,20,-0.032454859,-0.131983069,0.131983069,-0.032454859,NA,203333.2964,5.308208501,NA,NA,6.609238497,-0.131983069,NA
5868,152,11,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,11,1,1,1100001.03,20,0.268796934,0.295676904,0.295676904,0.268796934,NA,55000.05152,4.740363096,NA,NA,6.041393092,0.295676904,NA
5869,152,11,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,11,1,1,2599997.893,20,0.092573589,0.240691136,0.240691136,0.092573589,NA,129999.8946,5.113943,NA,NA,6.414972996,0.240691136,NA
5870,152,11,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,11,1,1,4066665.927,20,0.15612962,0.634927007,0.634927007,0.15612962,NA,203333.2964,5.308208501,NA,NA,6.609238497,0.634927007,NA
5871,152,13,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,13,1,1,1100001.03,20,-0.17968744,-0.197656369,0.197656369,-0.17968744,NA,55000.05152,4.740363096,NA,NA,6.041393092,-0.197656369,NA
5872,152,13,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,13,1,1,2599997.893,20,-0.091696622,-0.238411023,0.238411023,-0.091696622,NA,129999.8946,5.113943,NA,NA,6.414972996,-0.238411023,NA
5873,152,13,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,13,1,1,4066665.927,20,-0.123431051,-0.501952848,0.501952848,-0.123431051,NA,203333.2964,5.308208501,NA,NA,6.609238497,-0.501952848,NA
5874,152,37,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,37,1,1,1200002.072,20,0.313016519,0.375620472,0.375620472,0.313016519,NA,60000.10361,4.778152,NA,NA,6.079181996,0.375620472,NA
5875,152,37,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,37,1,1,3199998.922,20,0.009129395,0.029214053,0.029214053,0.009129395,NA,159999.9461,5.204119836,NA,NA,6.505149832,0.029214053,NA
5876,152,38,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,38,1,1,1200002.072,20,-0.070663659,-0.084796537,0.084796537,-0.070663659,NA,60000.10361,4.778152,NA,NA,6.079181996,-0.084796537,NA
5877,152,38,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,38,1,1,3199998.922,20,0.037675963,0.120563042,0.120563042,0.037675963,NA,159999.9461,5.204119836,NA,NA,6.505149832,0.120563042,NA
5878,152,39,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,39,1,1,1200002.072,20,0.666327234,0.799594062,0.799594062,0.666327234,NA,60000.10361,4.778152,NA,NA,6.079181996,0.799594062,NA
5879,152,39,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,39,1,1,3199998.922,20,0.150653886,0.482092274,0.482092274,0.150653886,NA,159999.9461,5.204119836,NA,NA,6.505149832,0.482092274,NA
5880,152,41,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,41,1,1,1200002.072,20,-0.205716376,-0.246860078,0.246860078,-0.205716376,NA,60000.10361,4.778152,NA,NA,6.079181996,-0.246860078,NA
5881,152,41,NA,NA,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Elephashysud.,,Proboscidea,3,2,1,0,41,1,1,3199998.922,20,-0.093057352,-0.297783426,0.297783426,-0.093057352,NA,159999.9461,5.204119836,NA,NA,6.505149832,-0.297783426,NA
5882,153,1,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Mammuth.prim.,,Proboscidea,3,2,1,1,1,1,1,550000.3932,20,0.125441494,0.068992871,0.068992871,0.125441494,2.59E-05,27500.01966,4.439333004,0.71134126,0.068992871,5.740363,0.068992871,NA
5883,153,1,1,2,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Mammuth.prim.,,Proboscidea,3,2,1,1,1,1,1,1000000,20,0.53454215,0.53454215,0.53454215,0.53454215,0.000110206,50000,4.698970004,5.510309592,0.53454215,6,0.53454215,NA
5884,153,1,2,3,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Mammuth.prim.,,Proboscidea,3,2,1,1,1,1,1,800000.024,20,0.467145499,0.37371641,0.37371641,0.467145499,9.63E-05,40000.0012,4.602060004,3.853603254,0.37371641,5.90309,0.37371641,NA
5885,153,1,3,4,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Mammuth.prim.,,Proboscidea,3,2,1,1,1,1,1,249999.995,20,0.88396281,0.220990698,0.220990698,0.88396281,0.000182268,12499.99975,4.096910004,2.278352932,0.220990698,5.39794,0.220990698,NA
5886,153,2,0,1,Maglio 1973,Fossil,Transactions of the American Philisophical Society 63:1-149.,Primeleph.gom..Mammuth.prim.,,Proboscidea,3,2,1,1,2,1,1,550000.3932,20,0.06271691,0.034494325,0.034494325,0.06271691,1.19E-05,27500.01966,4.439333004,0.326088137,0.034494325,5.740363,0.034494325,NA
