Data,Study,Trait,Sample1,Sample2,AuthorDate,Data.type,Citation,Species,System,Order,Sex,GenPhen,AlloSyn,Autonomous,Trait,Dimensionality (k),BodySizeCorrelated,Years,GLength,Darwins,Darwins.num,Darwins.num.abs,Darwins (standardized by k),Haldanes,Generations,log10.gens,h.num,Darwin.Numerator,log10.years,d,InSitu
161,1,3,HAMN,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-903.4528808,-0.204180351,0.204180351,-903.4528808,NA,225.9999999,2.354108439,NA,0.204180351,2.354108439,-0.204180351,2
162,1,3,HAMN,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-1108.215804,-0.24824034,0.24824034,-1108.215804,NA,223.9999998,2.350248018,NA,0.24824034,2.350248018,-0.24824034,2
163,1,3,HAMN,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-1346.21393,-0.30155192,0.30155192,-1346.21393,NA,223.9999998,2.350248018,NA,0.30155192,2.350248018,-0.30155192,2
164,1,3,HAMN,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-1551.989006,-0.347645537,0.347645537,-1551.989006,NA,223.9999998,2.350248018,NA,0.347645537,2.350248018,-0.347645537,2
165,1,3,HAMN,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1710.446695,-0.386560953,0.386560953,-1710.446695,NA,225.9999999,2.354108439,NA,0.386560953,2.354108439,-0.386560953,2
166,1,3,HAMN,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1901.116523,-0.429652334,0.429652334,-1901.116523,NA,225.9999999,2.354108439,NA,0.429652334,2.354108439,-0.429652334,2
167,1,3,HAMN,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-2085.942815,-0.471423076,0.471423076,-2085.942815,NA,225.9999999,2.354108439,NA,0.471423076,2.354108439,-0.471423076,2
168,1,3,HAMN,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-2199.077049,-0.483796951,0.483796951,-2199.077049,NA,220.0000001,2.342422681,NA,0.483796951,2.342422681,-0.483796951,2
169,1,3,TAUP,PALM,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,0,0,0,0,NA,220.0000001,2.342422681,NA,0,2.342422681,0,2
170,1,3,TAUP,HAST,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-269.6208044,-0.059316577,0.059316577,-269.6208044,NA,220.0000001,2.342422681,NA,0.059316577,2.342422681,-0.059316577,2
171,1,3,TAUP,CHCH,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,221.9999998,1,-522.1581177,-0.115919102,0.115919102,-522.1581177,NA,221.9999998,2.346352974,NA,0.115919102,2.346352974,-0.115919102,2
172,1,3,TAUP,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-678.5889471,-0.153361102,0.153361102,-678.5889471,NA,225.9999999,2.354108439,NA,0.153361102,2.354108439,-0.153361102,2
173,1,3,TAUP,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-891.3645989,-0.19966567,0.19966567,-891.3645989,NA,223.9999998,2.350248018,NA,0.19966567,2.350248018,-0.19966567,2
174,1,3,TAUP,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-1138.535291,-0.255031905,0.255031905,-1138.535291,NA,223.9999998,2.350248018,NA,0.255031905,2.350248018,-0.255031905,2
175,1,3,TAUP,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-1352.738318,-0.303013383,0.303013383,-1352.738318,NA,223.9999998,2.350248018,NA,0.303013383,2.350248018,-0.303013383,2
176,1,3,TAUP,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1520.661014,-0.343669389,0.343669389,-1520.661014,NA,225.9999999,2.354108439,NA,0.343669389,2.354108439,-0.343669389,2
177,1,3,TAUP,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1718.454315,-0.388370675,0.388370675,-1718.454315,NA,225.9999999,2.354108439,NA,0.388370675,2.354108439,-0.388370675,2
178,1,3,TAUP,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1909.888611,-0.431634826,0.431634826,-1909.888611,NA,225.9999999,2.354108439,NA,0.431634826,2.354108439,-0.431634826,2
179,1,3,TAUP,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-2024.535536,-0.445397818,0.445397818,-2024.535536,NA,220.0000001,2.342422681,NA,0.445397818,2.342422681,-0.445397818,2
180,1,3,PALM,HAST,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-25.18263635,-0.00554018,0.00554018,-25.18263635,NA,220.0000001,2.342422681,NA,0.00554018,2.342422681,-0.00554018,2
181,1,3,PALM,CHCH,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,221.9999998,1,-292.2865859,-0.064887622,0.064887622,-292.2865859,NA,221.9999998,2.346352974,NA,0.064887622,2.346352974,-0.064887622,2
182,1,3,PALM,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-463.7516683,-0.104807877,0.104807877,-463.7516683,NA,225.9999999,2.354108439,NA,0.104807877,2.354108439,-0.104807877,2
183,1,3,PALM,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-684.6477773,-0.153361102,0.153361102,-684.6477773,NA,223.9999998,2.350248018,NA,0.153361102,2.350248018,-0.153361102,2
184,1,3,PALM,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-940.9682864,-0.210776896,0.210776896,-940.9682864,NA,223.9999998,2.350248018,NA,0.210776896,2.350248018,-0.210776896,2
185,1,3,PALM,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-1163.545358,-0.26063416,0.26063416,-1163.545358,NA,223.9999998,2.350248018,NA,0.26063416,2.350248018,-0.26063416,2
186,1,3,PALM,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1340.767182,-0.303013383,0.303013383,-1340.767182,NA,225.9999999,2.354108439,NA,0.303013383,2.354108439,-0.303013383,2
187,1,3,PALM,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1545.589412,-0.349303207,0.349303207,-1545.589412,NA,225.9999999,2.354108439,NA,0.349303207,2.354108439,-0.349303207,2
188,1,3,PALM,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1743.523947,-0.394036412,0.394036412,-1743.523947,NA,225.9999999,2.354108439,NA,0.394036412,2.354108439,-0.394036412,2
189,1,3,PALM,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-1859.827136,-0.40916197,0.40916197,-1859.827136,NA,220.0000001,2.342422681,NA,0.40916197,2.342422681,-0.40916197,2
190,1,3,HAST,CHCH,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,221.9999998,1,-25.09479732,-0.005571045,0.005571045,-25.09479732,NA,221.9999998,2.346352974,NA,0.005571045,2.346352974,-0.005571045,2
191,1,3,HAST,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-214.7214204,-0.048527041,0.048527041,-214.7214204,NA,225.9999999,2.354108439,NA,0.048527041,2.354108439,-0.048527041,2
192,1,3,HAST,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-445.6264959,-0.099820335,0.099820335,-445.6264959,NA,223.9999998,2.350248018,NA,0.099820335,2.350248018,-0.099820335,2
193,1,3,HAST,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-713.0434157,-0.159721725,0.159721725,-713.0434157,NA,223.9999998,2.350248018,NA,0.159721725,2.350248018,-0.159721725,2
194,1,3,HAST,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-945.7321257,-0.211843996,0.211843996,-945.7321257,NA,223.9999998,2.350248018,NA,0.211843996,2.350248018,-0.211843996,2
195,1,3,HAST,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1134.052031,-0.256295759,0.256295759,-1134.052031,NA,225.9999999,2.354108439,NA,0.256295759,2.354108439,-0.256295759,2
196,1,3,HAST,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1347.297306,-0.304489191,0.304489191,-1347.297306,NA,225.9999999,2.354108439,NA,0.304489191,2.354108439,-0.304489191,2
197,1,3,HAST,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1552.995235,-0.350976923,0.350976923,-1552.995235,NA,225.9999999,2.354108439,NA,0.350976923,2.354108439,-0.350976923,2
198,1,3,HAST,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-1671.476272,-0.36772478,0.36772478,-1671.476272,NA,220.0000001,2.342422681,NA,0.36772478,2.342422681,-0.36772478,2
199,1,3,CHCH,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,49.16471241,0.011111225,0.011111225,49.16471241,NA,225.9999999,2.354108439,NA,0.011111225,2.354108439,0.011111225,2
200,1,3,CHCH,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-193.0802859,-0.043249984,0.043249984,-193.0802859,NA,223.9999998,2.350248018,NA,0.043249984,2.350248018,-0.043249984,2
201,1,3,CHCH,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-472.8527638,-0.105919019,0.105919019,-472.8527638,NA,223.9999998,2.350248018,NA,0.105919019,2.350248018,-0.105919019,2
202,1,3,CHCH,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-716.7442059,-0.160550702,0.160550702,-716.7442059,NA,223.9999998,2.350248018,NA,0.160550702,2.350248018,-0.160550702,2
203,1,3,CHCH,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-917.2043366,-0.20728818,0.20728818,-917.2043366,NA,225.9999999,2.354108439,NA,0.20728818,2.354108439,-0.20728818,2
204,1,3,CHCH,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1139.700315,-0.257572271,0.257572271,-1139.700315,NA,225.9999999,2.354108439,NA,0.257572271,2.354108439,-0.257572271,2
205,1,3,CHCH,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1353.891846,-0.305979557,0.305979557,-1353.891846,NA,225.9999999,2.354108439,NA,0.305979557,2.354108439,-0.305979557,2
206,1,3,CHCH,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-1474.982027,-0.324496046,0.324496046,-1474.982027,NA,220.0000001,2.342422681,NA,0.324496046,2.342422681,-0.324496046,2
207,1,3,KAIK,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,0,0,0,0,NA,223.9999998,2.350248018,NA,0,2.350248018,0,2
208,1,3,KAIK,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-289.6768842,-0.064887622,0.064887622,-289.6768842,NA,223.9999998,2.350248018,NA,0.064887622,2.350248018,-0.064887622,2
209,1,3,KAIK,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-542.5060629,-0.121521358,0.121521358,-542.5060629,NA,223.9999998,2.350248018,NA,0.121521358,2.350248018,-0.121521358,2
210,1,3,KAIK,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-752.5424029,-0.170074583,0.170074583,-752.5424029,NA,225.9999999,2.354108439,NA,0.170074583,2.354108439,-0.170074583,2
211,1,3,KAIK,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-982.3582702,-0.222012969,0.222012969,-982.3582702,NA,225.9999999,2.354108439,NA,0.222012969,2.354108439,-0.222012969,2
212,1,3,KAIK,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1203.246527,-0.271933715,0.271933715,-1203.246527,NA,225.9999999,2.354108439,NA,0.271933715,2.354108439,-0.271933715,2
213,1,3,KAIK,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-1326.545831,-0.291840083,0.291840083,-1326.545831,NA,220.0000001,2.342422681,NA,0.291840083,2.342422681,-0.291840083,2
214,1,3,NELN,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-49.60368307,-0.011111225,0.011111225,-49.60368307,NA,223.9999998,2.350248018,NA,0.011111225,2.350248018,-0.011111225,2
215,1,3,NELN,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-314.6869556,-0.070489878,0.070489878,-314.6869556,NA,223.9999998,2.350248018,NA,0.070489878,2.350248018,-0.070489878,2
216,1,3,NELN,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-537.7051241,-0.121521358,0.121521358,-537.7051241,NA,225.9999999,2.354108439,NA,0.121521358,2.354108439,-0.121521358,2
217,1,3,NELN,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-777.4708011,-0.175708401,0.175708401,-777.4708011,NA,225.9999999,2.354108439,NA,0.175708401,2.354108439,-0.175708401,2
218,1,3,NELN,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-1007.427903,-0.227678706,0.227678706,-1007.427903,NA,225.9999999,2.354108439,NA,0.227678706,2.354108439,-0.227678706,2
219,1,3,NELN,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-1133.913,-0.24946086,0.24946086,-1133.913,NA,220.0000001,2.342422681,NA,0.24946086,2.342422681,-0.24946086,2
220,1,3,AUCK,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,223.9999998,1,-25.01007145,-0.005602256,0.005602256,-25.01007145,NA,223.9999998,2.350248018,NA,0.005602256,2.350248018,-0.005602256,2
221,1,3,AUCK,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-265.3250665,-0.059963465,0.059963465,-265.3250665,NA,225.9999999,2.354108439,NA,0.059963465,2.354108439,-0.059963465,2
222,1,3,AUCK,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-518.385363,-0.117155092,0.117155092,-518.385363,NA,225.9999999,2.354108439,NA,0.117155092,2.354108439,-0.117155092,2
223,1,3,AUCK,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-760.3993675,-0.171850257,0.171850257,-760.3993675,NA,225.9999999,2.354108439,NA,0.171850257,2.354108439,-0.171850257,2
224,1,3,AUCK,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-891.4312678,-0.196114879,0.196114879,-891.4312678,NA,220.0000001,2.342422681,NA,0.196114879,2.342422681,-0.196114879,2
225,1,3,NEWP,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,0,0,0,0,NA,225.9999999,2.354108439,NA,0,2.354108439,0,2
226,1,3,NEWP,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-266.7797789,-0.06029223,0.06029223,-266.7797789,NA,225.9999999,2.354108439,NA,0.06029223,2.354108439,-0.06029223,2
227,1,3,NEWP,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-521.1638763,-0.117783036,0.117783036,-521.1638763,NA,225.9999999,2.354108439,NA,0.117783036,2.354108439,-0.117783036,2
228,1,3,NEWP,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-657.1874043,-0.144581229,0.144581229,-657.1874043,NA,220.0000001,2.342422681,NA,0.144581229,2.342422681,-0.144581229,2
229,1,3,WELL,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-24.92839824,-0.005633818,0.005633818,-24.92839824,NA,225.9999999,2.354108439,NA,0.005633818,2.354108439,-0.005633818,2
230,1,3,WELL,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-291.849416,-0.065957968,0.065957968,-291.849416,NA,225.9999999,2.354108439,NA,0.065957968,2.354108439,-0.065957968,2
231,1,3,WELL,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-433.2280907,-0.09531018,0.09531018,-433.2280907,NA,220.0000001,2.342422681,NA,0.09531018,2.342422681,-0.09531018,2
232,1,3,DUND,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,225.9999999,1,-25.06963718,-0.005665738,0.005665738,-25.06963718,NA,225.9999999,2.354108439,NA,0.005665738,2.354108439,-0.005665738,2
233,1,3,DUND,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,-173.4171181,-0.038151766,0.038151766,-173.4171181,NA,220.0000001,2.342422681,NA,0.038151766,2.342422681,-0.038151766,2
234,1,3,INVE,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,102.1493454,0.022472856,0.022472856,102.1493454,NA,220.0000001,2.342422681,NA,0.022472856,2.342422681,0.022472856,2
235,1,4,HAMN,TAUP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,221.9999998,1,-31.94697301,-0.007092228,0.007092228,-31.94697301,NA,221.9999998,2.346352974,NA,0.007092228,2.346352974,-0.007092228,2
236,1,4,HAMN,PALM,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,220.0000001,1,-190.0815454,-0.04181794,0.04181794,-190.0815454,NA,220.0000001,2.342422681,NA,0.04181794,2.342422681,-0.04181794,2
237,1,4,HAMN,HAST,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,220.0000001,1,-358.8327362,-0.078943202,0.078943202,-358.8327362,NA,220.0000001,2.342422681,NA,0.078943202,2.342422681,-0.078943202,2
238,1,4,HAMN,CHCH,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,221.9999998,1,-485.8041492,-0.107848521,0.107848521,-485.8041492,NA,221.9999998,2.346352974,NA,0.107848521,2.346352974,-0.107848521,2
239,1,4,HAMN,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,225.9999999,1,-569.3720577,-0.128678085,0.128678085,-569.3720577,NA,225.9999999,2.354108439,NA,0.128678085,2.354108439,-0.128678085,2
240,1,4,HAMN,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,223.9999998,1,-757.9813443,-0.169787821,0.169787821,-757.9813443,NA,223.9999998,2.350248018,NA,0.169787821,2.350248018,-0.169787821,2
241,1,4,HAMN,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,223.9999998,1,-954.0756302,-0.213712941,0.213712941,-954.0756302,NA,223.9999998,2.350248018,NA,0.213712941,2.350248018,-0.213712941,2
242,1,4,HAMN,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,223.9999998,1,-1050.251228,-0.235256275,0.235256275,-1050.251228,NA,223.9999998,2.350248018,NA,0.235256275,2.350248018,-0.235256275,2
243,1,4,HAMN,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,TIBIO,1,1,225.9999999,1,-1164.562177,-0.263191052,0.263191052,-1164.562177,NA,225.9999999,2.354108439,NA,0.263191052,2.354108439,-0.263191052,2
