"","g.array","erci","erla","erte","evmu","mobe","pehe","pere","plin","plpa","scba","stmi","vuoc"
"32",0.32,1.18631372257679,2.34936988649166,1.26648103876579,9.60679944428542,1.41400790584527,2.13106972292405,1.97361853504697,1.66642093240517,1.73631963941259,6.71539822849458,2.28029304217707,5.83614620968359
"33",0.33,1.21357651720324,2.40958290935130,1.29204534748426,9.88353588924937,1.45313038134212,2.18658828083468,2.01889754441697,1.70333447684420,1.77702894278743,6.91281499187301,2.34133467283021,5.99801174230801
"34",0.34,1.24083931182969,2.46979593221095,1.31760965620274,10.1602723342133,1.49225285683897,2.24210683874531,2.06417655378697,1.74024802128323,1.81773824616227,7.11023175525145,2.40237630348335,6.15987727493243
"35",0.35,1.26810210645614,2.53000895507059,1.34317396492122,10.4370087791773,1.53137533233582,2.29762539665594,2.10945556315697,1.77716156572226,1.85844754953711,7.3076485186299,2.4634179341365,6.32174280755685
"36",0.36,1.29536490108259,2.59022197793024,1.36873827363969,10.7137452241412,1.57049780783267,2.35314395456657,2.15473457252697,1.81407511016128,1.89915685291195,7.50506528200833,2.52445956478964,6.48360834018127
"37",0.37,1.32262769570903,2.65043500078988,1.39430258235817,10.9904816691051,1.60962028332952,2.40866251247721,2.20001358189697,1.85098865460031,1.93986615628680,7.70248204538677,2.58550119544278,6.64547387280569
"38",0.38,1.34989049033548,2.71064802364953,1.41986689107664,11.2672181140691,1.64874275882637,2.46418107038784,2.24529259126696,1.88790219903934,1.98057545966164,7.89989880876521,2.64654282609593,6.8073394054301
"39",0.39,1.37715328496193,2.77086104650918,1.44543119979512,11.5439545590330,1.68786523432322,2.51969962829847,2.29057160063696,1.92481574347837,2.02128476303648,8.09731557214365,2.70758445674907,6.96920493805452
"40",0.4,1.40441607958838,2.83107406936882,1.47099550851359,11.8206910039970,1.72698770982007,2.5752181862091,2.33585061000696,1.9617292879174,2.06199406641132,8.29473233552208,2.76862608740221,7.13107047067894
"41",0.41,1.43167887421483,2.89128709222847,1.49655981723207,12.0974274489609,1.76611018531692,2.63073674411973,2.38112961937696,1.99864283235643,2.10270336978616,8.49214909890052,2.82966771805536,7.29293600330336
"42",0.42,1.45894166884128,2.95150011508811,1.52212412595054,12.3741638939249,1.80523266081377,2.68625530203037,2.42640862874696,2.03555637679546,2.14341267316100,8.68956586227896,2.8907093487085,7.45480153592778
"43",0.43,1.48620446346773,3.01171313794776,1.54768843466902,12.6509003388888,1.84435513631062,2.74177385994100,2.47168763811696,2.07246992123449,2.18412197653585,8.8869826256574,2.95175097936164,7.6166670685522
"44",0.44,1.51346725809417,3.07192616080740,1.57325274338749,12.9276367838527,1.88347761180747,2.79729241785163,2.51696664748696,2.10938346567352,2.22483127991069,9.08439938903584,3.01279261001479,7.77853260117662
"45",0.45,1.54073005272062,3.13213918366705,1.59881705210597,13.2043732288167,1.92260008730432,2.85281097576226,2.56224565685695,2.14629701011255,2.26554058328553,9.28181615241428,3.07383424066793,7.94039813380103
"46",0.46,1.56799284734707,3.19235220652670,1.62438136082444,13.4811096737806,1.96172256280117,2.90832953367289,2.60752466622695,2.18321055455157,2.30624988666037,9.47923291579271,3.13487587132107,8.10226366642545
"47",0.47,1.59525564197352,3.25256522938634,1.64994566954292,13.7578461187446,2.00084503829802,2.96384809158352,2.65280367559695,2.22012409899060,2.34695919003521,9.67664967917115,3.19591750197421,8.26412919904987
"48",0.48,1.62251843659997,3.31277825224599,1.67550997826139,14.0345825637085,2.03996751379487,3.01936664949416,2.69808268496695,2.25703764342963,2.38766849341005,9.8740664425496,3.25695913262736,8.42599473167429
"49",0.49,1.64978123122642,3.37299127510563,1.70107428697987,14.3113190086725,2.07908998929172,3.07488520740479,2.74336169433695,2.29395118786866,2.42837779678490,10.0714832059280,3.3180007632805,8.5878602642987
"50",0.5,1.67704402585287,3.43320429796528,1.72663859569834,14.5880554536364,2.11821246478857,3.13040376531542,2.78864070370695,2.33086473230769,2.46908710015974,10.2688999693065,3.37904239393364,8.74972579692313
"51",0.51,1.70430682047931,3.49341732082492,1.75220290441682,14.8647918986004,2.15733494028542,3.18592232322605,2.83391971307694,2.36777827674672,2.50979640353458,10.4663167326849,3.44008402458679,8.91159132954754
"52",0.52,1.73156961510576,3.55363034368457,1.77776721313529,15.1415283435643,2.19645741578227,3.24144088113668,2.87919872244694,2.40469182118575,2.55050570690942,10.6637334960633,3.50112565523993,9.07345686217196
"53",0.53,1.75883240973221,3.61384336654422,1.80333152185377,15.4182647885282,2.23557989127912,3.29695943904731,2.92447773181694,2.44160536562478,2.59121501028426,10.8611502594418,3.56216728589307,9.23532239479638
"54",0.54,1.78609520435866,3.67405638940386,1.82889583057224,15.6950012334922,2.27470236677597,3.35247799695795,2.96975674118694,2.47851891006381,2.63192431365910,11.0585670228202,3.62320891654622,9.3971879274208
"55",0.55,1.81335799898511,3.73426941226351,1.85446013929072,15.9717376784561,2.31382484227282,3.40799655486858,3.01503575055694,2.51543245450284,2.67263361703395,11.2559837861987,3.68425054719936,9.55905346004522
"56",0.56,1.84062079361156,3.79448243512315,1.88002444800919,16.2484741234201,2.35294731776967,3.46351511277921,3.06031475992694,2.55234599894186,2.71334292040879,11.4534005495771,3.7452921778525,9.72091899266964
"57",0.57,1.86788358823801,3.8546954579828,1.90558875672767,16.5252105683840,2.39206979326652,3.51903367068984,3.10559376929693,2.58925954338089,2.75405222378363,11.6508173129555,3.80633380850565,9.88278452529406
"58",0.58,1.89514638286445,3.91490848084244,1.93115306544614,16.8019470133480,2.43119226876337,3.57455222860047,3.15087277866693,2.62617308781992,2.79476152715847,11.8482340763340,3.86737543915879,10.0446500579185
"59",0.59,1.92240917749090,3.97512150370209,1.95671737416462,17.0786834583119,2.47031474426022,3.6300707865111,3.19615178803693,2.66308663225895,2.83547083053331,12.0456508397124,3.92841706981193,10.2065155905429
"60",0.6,1.94967197211735,4.03533452656173,1.98228168288309,17.3554199032759,2.50943721975707,3.68558934442173,3.24143079740693,2.70000017669798,2.87618013390815,12.2430676030909,3.98945870046507,10.3683811231673
"61",0.61,1.9769347667438,4.09554754942138,2.00784599160157,17.6321563482398,2.54855969525392,3.74110790233237,3.28670980677693,2.73691372113701,2.91688943728300,12.4404843664693,4.05050033111822,10.5302466557917
"62",0.62,2.00419756137025,4.15576057228103,2.03341030032004,17.9088927932037,2.58768217075077,3.796626460243,3.33198881614693,2.77382726557604,2.95759874065784,12.6379011298477,4.11154196177136,10.6921121884161
"63",0.63,2.03146035599670,4.21597359514067,2.05897460903852,18.1856292381677,2.62680464624762,3.85214501815363,3.37726782551692,2.81074081001507,2.99830804403268,12.8353178932262,4.17258359242450,10.8539777210406
"64",0.64,2.05872315062315,4.27618661800032,2.08453891775699,18.4623656831316,2.66592712174447,3.90766357606426,3.42254683488692,2.84765435445410,3.03901734740752,13.0327346566046,4.23362522307765,11.0158432536650
"65",0.65,2.08598594524959,4.33639964085996,2.11010322647547,18.7391021280956,2.70504959724132,3.96318213397489,3.46782584425692,2.88456789889312,3.07972665078236,13.2301514199830,4.29466685373079,11.1777087862894
"66",0.66,2.11324873987604,4.39661266371961,2.13566753519394,19.0158385730595,2.74417207273817,4.01870069188552,3.51310485362692,2.92148144333215,3.12043595415720,13.4275681833615,4.35570848438393,11.3395743189138
"67",0.67,2.14051153450249,4.45682568657925,2.16123184391242,19.2925750180235,2.78329454823502,4.07421924979616,3.55838386299692,2.95839498777118,3.16114525753205,13.6249849467399,4.41675011503708,11.5014398515382
"68",0.68,2.16777432912894,4.5170387094389,2.18679615263089,19.5693114629874,2.82241702373187,4.12973780770679,3.60366287236692,2.99530853221021,3.20185456090689,13.8224017101184,4.47779174569022,11.6633053841627
"69",0.69,2.19503712375539,4.57725173229855,2.21236046134937,19.8460479079513,2.86153949922872,4.18525636561742,3.64894188173691,3.03222207664924,3.24256386428173,14.0198184734968,4.53883337634336,11.8251709167871
"70",0.7,2.22229991838184,4.63746475515819,2.23792477006784,20.1227843529153,2.90066197472557,4.24077492352805,3.69422089110691,3.06913562108827,3.28327316765657,14.2172352368752,4.59987500699651,11.9870364494115
"71",0.71,2.24956271300829,4.69767777801784,2.26348907878632,20.3995207978792,2.93978445022242,4.29629348143868,3.73949990047691,3.1060491655273,3.32398247103141,14.4146520002537,4.66091663764965,12.1489019820359
"72",0.72,2.27682550763473,4.75789080087748,2.28905338750479,20.6762572428432,2.97890692571927,4.35181203934931,3.78477890984691,3.14296270996633,3.36469177440625,14.6120687636321,4.72195826830279,12.3107675146603
"73",0.73,2.30408830226118,4.81810382373713,2.31461769622327,20.9529936878071,3.01802940121612,4.40733059725995,3.83005791921691,3.17987625440536,3.40540107778110,14.8094855270106,4.78299989895594,12.4726330472848
"74",0.74,2.33135109688763,4.87831684659677,2.34018200494174,21.2297301327711,3.05715187671297,4.46284915517058,3.87533692858691,3.21678979884439,3.44611038115594,15.006902290389,4.84404152960908,12.6344985799092
"75",0.75,2.35861389151408,4.93852986945642,2.36574631366022,21.506466577735,3.09627435220982,4.51836771308121,3.92061593795690,3.25370334328341,3.48681968453078,15.2043190537674,4.90508316026222,12.7963641125336
"76",0.76,2.38587668614053,4.99874289231606,2.39131062237870,21.7832030226990,3.13539682770667,4.57388627099184,3.9658949473269,3.29061688772244,3.52752898790562,15.4017358171459,4.96612479091536,12.958229645158
"77",0.77,2.41313948076698,5.05895591517571,2.41687493109717,22.0599394676629,3.17451930320352,4.62940482890247,4.0111739566969,3.32753043216147,3.56823829128046,15.5991525805243,5.02716642156851,13.1200951777824
"78",0.78,2.44040227539343,5.11916893803536,2.44243923981564,22.3366759126268,3.21364177870037,4.6849233868131,4.0564529660669,3.3644439766005,3.60894759465530,15.7965693439027,5.08820805222165,13.2819607104068
"79",0.79,2.46766507001987,5.179381960895,2.46800354853412,22.6134123575908,3.25276425419722,4.74044194472374,4.1017319754369,3.40135752103953,3.64965689803015,15.9939861072812,5.1492496828748,13.4438262430313
"80",0.8,2.49492786464632,5.23959498375465,2.49356785725260,22.8901488025547,3.29188672969407,4.79596050263437,4.14701098480690,3.43827106547856,3.69036620140499,16.1914028706596,5.21029131352794,13.6056917756557
"81",0.81,2.52219065927277,5.29980800661429,2.51913216597107,23.1668852475187,3.33100920519092,4.851479060545,4.19228999417689,3.47518460991759,3.73107550477983,16.3888196340381,5.27133294418108,13.7675573082801
"82",0.82,2.54945345389922,5.36002102947394,2.54469647468955,23.4436216924826,3.37013168068777,4.90699761845563,4.23756900354689,3.51209815435662,3.77178480815467,16.5862363974165,5.33237457483422,13.9294228409045
"83",0.83,2.57671624852567,5.42023405233358,2.57026078340802,23.7203581374466,3.40925415618462,4.96251617636626,4.28284801291689,3.54901169879565,3.81249411152951,16.7836531607949,5.39341620548737,14.0912883735289
"84",0.84,2.60397904315212,5.48044707519323,2.59582509212650,23.9970945824105,3.44837663168147,5.01803473427689,4.32812702228689,3.58592524323468,3.85320341490435,16.9810699241734,5.45445783614051,14.2531539061534
"85",0.85,2.63124183777857,5.54066009805288,2.62138940084497,24.2738310273744,3.48749910717832,5.07355329218752,4.37340603165689,3.62283878767370,3.89391271827920,17.1784866875518,5.51549946679365,14.4150194387778
"86",0.86,2.65850463240501,5.60087312091252,2.64695370956345,24.5505674723384,3.52662158267517,5.12907185009816,4.41868504102689,3.65975233211273,3.93462202165404,17.3759034509303,5.5765410974468,14.5768849714022
"87",0.87,2.68576742703146,5.66108614377217,2.67251801828192,24.8273039173023,3.56574405817202,5.18459040800879,4.46396405039688,3.69666587655176,3.97533132502888,17.5733202143087,5.63758272809994,14.7387505040266
"88",0.88,2.71303022165791,5.72129916663181,2.69808232700040,25.1040403622663,3.60486653366887,5.24010896591942,4.50924305976688,3.73357942099079,4.01604062840372,17.7707369776871,5.69862435875308,14.9006160366510
"89",0.89,2.74029301628436,5.78151218949146,2.72364663571887,25.3807768072302,3.64398900916572,5.29562752383005,4.55452206913688,3.77049296542982,4.05674993177856,17.9681537410656,5.75966598940623,15.0624815692754
"90",0.9,2.76755581091081,5.8417252123511,2.74921094443735,25.6575132521942,3.68311148466257,5.35114608174068,4.59980107850688,3.80740650986885,4.09745923515340,18.165570504444,5.82070762005937,15.2243471018999
"91",0.91,2.79481860553726,5.90193823521075,2.77477525315582,25.9342496971581,3.72223396015942,5.40666463965132,4.64508008787688,3.84432005430788,4.13816853852825,18.3629872678224,5.88174925071251,15.3862126345243
"92",0.92,2.82208140016371,5.9621512580704,2.80033956187430,26.2109861421221,3.76135643565627,5.46218319756195,4.69035909724688,3.88123359874691,4.17887784190309,18.5604040312009,5.94279088136565,15.5480781671487
"93",0.93,2.84934419479015,6.02236428093004,2.82590387059277,26.487722587086,3.80047891115312,5.51770175547258,4.73563810661687,3.91814714318594,4.21958714527793,18.7578207945793,6.0038325120188,15.7099436997731
"94",0.94,2.8766069894166,6.08257730378969,2.85146817931125,26.7644590320499,3.83960138664997,5.57322031338321,4.78091711598687,3.95506068762496,4.26029644865277,18.9552375579578,6.06487414267194,15.8718092323975
"95",0.95,2.90386978404305,6.14279032664933,2.87703248802972,27.0411954770139,3.87872386214682,5.62873887129384,4.82619612535687,3.99197423206399,4.30100575202761,19.1526543213362,6.12591577332508,16.0336747650220
"96",0.96,2.9311325786695,6.20300334950898,2.9025967967482,27.3179319219778,3.91784633764367,5.68425742920447,4.87147513472687,4.02888777650302,4.34171505540245,19.3500710847146,6.18695740397823,16.1955402976464
"97",0.97,2.95839537329595,6.26321637236862,2.92816110546667,27.5946683669418,3.95696881314052,5.73977598711511,4.91675414409687,4.06580132094205,4.3824243587773,19.5474878480931,6.24799903463137,16.3574058302708
"98",0.98,2.98565816792240,6.32342939522827,2.95372541418515,27.8714048119057,3.99609128863737,5.79529454502574,4.96203315346687,4.10271486538108,4.42313366215214,19.7449046114715,6.30904066528451,16.5192713628952
"99",0.99,3.01292096254885,6.38364241808791,2.97928972290362,28.1481412568697,4.03521376413422,5.85081310293637,5.00731216283686,4.13962840982011,4.46384296552698,19.9423213748500,6.37008229593766,16.6811368955196
"100",1,3.04018375717529,6.44385544094756,3.0048540316221,28.4248777018336,4.07433623963107,5.906331660847,5.05259117220686,4.17654195425914,4.50455226890182,20.1397381382284,6.4311239265908,16.8430024281441
