4.71E-09	0.00348842	2.35E-01	0.00348842	1.12E-08	0.12656851	2.48E-09	0.11840369
5.63E-09	0.00037914	2.81E-01	0.00037914	1.24E-08	0.14862594	2.55E-09	0.13909503
3.86E-09	0.00986571	1.93E-01	0.00986571	8.80E-09	0.09622887	2.57E-09	0.091415
3.19E-09	0.02698356	1.60E-01	0.02698356	1.74E-10	0.0718215	2.49E-09	0.07810354
3.87E-09	0.00777598	1.94E-01	0.00777598	9.59E-09	0.10214887	2.49E-09	0.09608877
6.17E-09	0.00720904	3.08E-01	0.00720904	9.24E-09	0.14603856	2.78E-09	0.14119833
7.43E-09	0.01419285	3.71E-01	0.01419285	4.91E-09	0.17088866	2.83E-09	0.17185792
1.12E-08	0.01241177	5.60E-01	0.01241177	4.20E-09	0.25207511	3.14E-09	0.25478768
7.28E-09	0.04133383	3.64E-01	0.04133383	-7.26E-09	0.12329371	3.33E-09	0.14152817
6.14E-09	0.01641511	3.07E-01	0.01641511	7.59E-09	0.09351544	3.67E-09	0.09319105
7.62E-09	0.00064843	3.81E-01	0.00064843	1.40E-08	0.1517601	3.48E-09	0.14253337
7.81E-09	-0.0000284	3.91E-01	0	1.47E-08	0.14988628	3.62E-09	0.14011623
8.56E-09	0.00018869	4.28E-01	0.00018869	1.38E-08	0.1720068	3.56E-09	0.16320393
4.84E-09	0.01074673	2.42E-01	0.01074673	1.17E-08	0.05992107	3.76E-09	0.05438678
9.82E-09	0.0153948	4.91E-01	0.0153948	7.99E-09	0.15071612	4.40E-09	0.15178436
1.06E-08	0.00850325	5.29E-01	0.00850325	1.10E-08	0.17516063	4.40E-09	0.17230034
9.82E-09	0.00296636	4.91E-01	0.00296636	1.29E-08	0.18111426	3.97E-09	0.17459339
6.52E-09	0.00257272	3.26E-01	0.00257272	1.58E-08	0.0918908	4.08E-09	0.08180657
9.62E-09	0.00324868	4.81E-01	0.00324868	1.40E-08	0.15954331	4.29E-09	0.15242548
6.36E-09	0.00381146	3.18E-01	0.00381146	1.54E-08	0.08647592	4.09E-09	0.07706021
1.08E-08	-0.0019757	5.42E-01	0	1.49E-08	0.20846103	4.01E-09	0.19948469
7.32E-09	0.0136443	3.66E-01	0.0136443	9.77E-09	0.10171622	4.14E-09	0.09975237
8.86E-09	0.00813515	4.43E-01	0.00813515	1.22E-08	0.13373162	4.35E-09	0.1290869
9.36E-09	0.00884235	4.68E-01	0.00884235	1.13E-08	0.14869487	4.30E-09	0.14509704
9.91E-09	0.04536408	4.95E-01	0.04536408	-7.31E-09	0.12954695	4.47E-09	0.15083598
6.29E-09	0.00667212	3.15E-01	0.00667212	1.51E-08	0.06598867	4.42E-09	0.05782268
6.93E-09	0.00934695	3.46E-01	0.00934695	1.50E-08	0.05480415	4.92E-09	0.04810043
1.08E-08	-0.0024944	5.42E-01	0	1.72E-08	0.17785436	4.62E-09	0.16738678
8.51E-09	0.00819867	4.25E-01	0.00819867	1.38E-08	0.10452714	4.75E-09	0.09885086
8.39E-09	0.02150128	4.20E-01	0.02150128	7.90E-09	0.08008416	5.00E-09	0.08282898
9.87E-09	0.00647842	4.94E-01	0.00647842	1.46E-08	0.12782797	5.00E-09	0.12180478
1.03E-08	0.00439976	5.13E-01	0.00439976	1.70E-08	0.11545472	5.45E-09	0.10751901
1.11E-08	0.03719809	5.54E-01	0.03719809	-7.49E-10	0.11746739	5.40E-09	0.13258908
1.23E-08	0.03397679	6.13E-01	0.03397679	1.03E-09	0.13552911	5.65E-09	0.14905899
1.01E-08	0.01379542	5.06E-01	0.01379542	1.30E-08	0.09402693	5.70E-09	0.09188565
1.21E-08	0.02858826	6.04E-01	0.02858826	4.45E-09	0.12686378	5.80E-09	0.13629839
1.14E-08	0.01370924	5.69E-01	0.01370924	1.33E-08	0.10908964	6.00E-09	0.10744297
1.18E-08	0.00739997	5.92E-01	0.00739997	1.62E-08	0.12547094	6.00E-09	0.12000667
1.32E-08	0.01943543	6.59E-01	0.01943543	9.24E-09	0.14817355	6.10E-09	0.15197956
1.13E-08	0.03450739	5.67E-01	0.03450739	2.88E-09	0.08984807	6.10E-09	0.1020666
1.44E-08	-0.000972	7.19E-01	0	1.92E-08	0.18816789	6.15E-09	0.17914713
1.28E-08	0.01436432	6.39E-01	0.01436432	1.34E-08	0.12325226	6.45E-09	0.12258646
1.33E-08	0.00628936	6.64E-01	0.00628936	1.68E-08	0.14744907	6.30E-09	0.14201635
1.25E-08	0.02272585	6.23E-01	0.02272585	8.28E-09	0.12434896	6.15E-09	0.12958287
1.16E-08	0.01066821	5.81E-01	0.01066821	1.63E-08	0.09297865	6.50E-09	0.08860737
1.29E-08	0.00881798	6.43E-01	0.00881798	1.52E-08	0.14377819	6.15E-09	0.13998213
1.27E-08	0.0347252	6.33E-01	0.0347252	1.90E-09	0.12213259	6.15E-09	0.13569331
1.30E-08	0.00818127	6.48E-01	0.00818127	1.63E-08	0.13324143	6.40E-09	0.12861096
1.16E-08	0.01727333	5.82E-01	0.01727333	1.34E-08	0.08189878	6.65E-09	0.08174775
1.69E-08	0.01271106	8.44E-01	0.01271106	1.14E-08	0.22694436	6.45E-09	0.22894068
1.77E-08	0.00665835	8.83E-01	0.00665835	1.50E-08	0.23606416	6.75E-09	0.23415512
1.59E-08	0.01366927	7.96E-01	0.01366927	1.17E-08	0.20100095	6.50E-09	0.20271283
1.04E-08	0.00371015	5.21E-01	0.00371015	2.18E-08	0.05210101	6.80E-09	0.04134774
1.62E-08	0.02881853	8.10E-01	0.02881853	6.79E-09	0.15131861	7.40E-09	0.16181565
1.33E-08	0.01083761	6.66E-01	0.01083761	1.72E-08	0.10351168	7.15E-09	0.0996472
1.43E-08	0.01118788	7.14E-01	0.01118788	1.92E-08	0.08591212	7.95E-09	0.08164463
1.36E-08	0.0044793	6.80E-01	0.0044793	2.18E-08	0.09335906	7.55E-09	0.08466496
1.70E-08	0.00874602	8.51E-01	0.00874602	1.64E-08	0.18811446	7.35E-09	0.18590158
1.69E-08	0.01293327	8.44E-01	0.01293327	1.56E-08	0.16262589	7.75E-09	0.16240805
1.64E-08	0.00341384	8.19E-01	0.00341384	2.08E-08	0.15775903	7.70E-09	0.15069119
1.63E-08	0.02794897	8.17E-01	0.02794897	7.58E-09	0.14894904	7.55E-09	0.15874943
1.84E-08	0.00119292	9.21E-01	0.00119292	2.00E-08	0.2175141	7.60E-09	0.21109169
1.72E-08	0.00677329	8.58E-01	0.00677329	1.98E-08	0.15568748	8.10E-09	0.15089742
1.90E-08	0.03180588	9.52E-01	0.03180588	4.71E-09	0.19943313	7.85E-09	0.21379636
1.60E-08	0.02019523	8.01E-01	0.02019523	1.46E-08	0.10552124	8.35E-09	0.10828811
1.79E-08	0.00035258	8.96E-01	0.00035258	2.33E-08	0.16881866	8.30E-09	0.16001317
1.66E-08	0.00371246	8.28E-01	0.00371246	2.27E-08	0.12992846	8.35E-09	0.12204443
1.75E-08	0.00326685	8.73E-01	0.00326685	2.22E-08	0.15368805	8.30E-09	0.1463672
1.93E-08	0.02726393	9.67E-01	0.02726393	9.07E-09	0.17712577	8.50E-09	0.18748432
1.51E-08	0.01712816	7.54E-01	0.01712816	1.70E-08	0.08057975	8.40E-09	0.08027839
1.59E-08	0.00510591	7.95E-01	0.00510591	2.41E-08	0.08767352	8.80E-09	0.07920902
1.74E-08	0.00538426	8.72E-01	0.00538426	2.20E-08	0.1391247	8.60E-09	0.13275102
1.75E-08	0.01882457	8.75E-01	0.01882457	1.70E-08	0.10200335	9.15E-09	0.10368012
1.82E-08	0.01025929	9.08E-01	0.01025929	1.94E-08	0.14854181	8.70E-09	0.14593125
1.87E-08	0.0021757	9.35E-01	0.0021757	2.31E-08	0.16760812	8.70E-09	0.16003556
1.87E-08	0.00792782	9.33E-01	0.00792782	2.13E-08	0.14692759	9.00E-09	0.1426238
1.97E-08	0.02338204	9.86E-01	0.02338204	1.37E-08	0.14716206	9.30E-09	0.15369636
1.83E-08	0.01597759	9.17E-01	0.01597759	1.78E-08	0.12611477	9.15E-09	0.12668494
1.80E-08	0.00036138	9.02E-01	0.00036138	2.64E-08	0.12476683	9.20E-09	0.11434437
1.66E-08	0.01102552	8.29E-01	0.01102552	2.20E-08	0.08006633	9.25E-09	0.07546967
1.87E-08	0.01450271	9.37E-01	0.01450271	1.87E-08	0.13094184	9.25E-09	0.13065635
1.85E-08	0.00841266	9.23E-01	0.00841266	2.36E-08	0.10557528	9.70E-09	0.10008758
1.98E-08	0.01254086	9.91E-01	0.01254086	2.02E-08	0.14238383	9.60E-09	0.14114518
1.85E-08	0.02191471	9.24E-01	0.02191471	1.67E-08	0.095548	9.75E-09	0.09915231
2.17E-08	0.01008227	1.09E+00	0.01008227	1.99E-08	0.19473633	9.55E-09	0.19370381
2.05E-08	0.0448607	1.03E+00	0.0448607	4.09E-09	0.12221339	9.95E-09	0.14287947
1.97E-08	0.01293527	9.87E-01	0.01293527	2.09E-08	0.12595954	9.90E-09	0.1243921
1.86E-08	0.01408191	9.29E-01	0.01408191	2.35E-08	0.06078732	1.06E-08	0.05762206
1.80E-08	0.00519978	9.01E-01	0.00519978	2.70E-08	0.07552818	1.01E-08	0.06668196
2.34E-08	0.00557363	1.17E+00	0.00557363	2.30E-08	0.21039667	1.02E-08	0.20678177
2.02E-08	0.01340073	1.01E+00	0.01340073	2.19E-08	0.11463504	1.04E-08	0.11297651
1.94E-08	0.02814362	9.71E-01	0.02814362	1.45E-08	0.09020168	1.03E-08	0.09797387
1.81E-08	0.03499969	9.05E-01	0.03499969	1.23E-08	0.04634675	1.04E-08	0.05730742
1.87E-08	0.01231659	9.33E-01	0.01231659	2.32E-08	0.08135962	1.03E-08	0.07771532
2.17E-08	0.02696516	1.09E+00	0.02696516	1.39E-08	0.14379031	1.04E-08	0.15271123
2.07E-08	0.02630778	1.04E+00	0.02630778	1.81E-08	0.07165321	1.13E-08	0.07745551
2.41E-08	0.01786509	1.20E+00	0.01786509	2.16E-08	0.13953011	1.17E-08	0.14191724
2.47E-08	0.04771474	1.24E+00	0.04771474	3.30E-09	0.17217313	1.10E-08	0.19667997
1.99E-08	0.00359965	9.93E-01	0.00359965	2.96E-08	0.0771567	1.11E-08	0.06724919
2.39E-08	0.03525711	1.20E+00	0.03525711	1.15E-08	0.14222178	1.14E-08	0.15689543
2.27E-08	0.01548978	1.13E+00	0.01548978	2.25E-08	0.12480302	1.14E-08	0.12498303
2.29E-08	0.00931143	1.14E+00	0.00931143	2.66E-08	0.11964685	1.17E-08	0.11530743
2.47E-08	0.02333482	1.23E+00	0.02333482	1.85E-08	0.14849535	1.18E-08	0.15504568
2.46E-08	0.02697789	1.23E+00	0.02697789	1.83E-08	0.12116992	1.23E-08	0.12926629
2.60E-08	0.01101351	1.30E+00	0.01101351	2.56E-08	0.16604192	1.23E-08	0.16460469
2.54E-08	0.00549135	1.27E+00	0.00549135	2.97E-08	0.1423779	1.25E-08	0.13619913
2.39E-08	0.0133689	1.20E+00	0.0133689	2.87E-08	0.06948058	1.31E-08	0.06613599
2.57E-08	0.01320034	1.28E+00	0.01320034	2.76E-08	0.1133738	1.31E-08	0.11152838
2.69E-08	0.00434673	1.35E+00	0.00434673	2.97E-08	0.17519047	1.27E-08	0.16941862
2.52E-08	0.03073481	1.26E+00	0.03073481	1.75E-08	0.1104106	1.27E-08	0.12074316
2.28E-08	0.02144827	1.14E+00	0.02144827	2.36E-08	0.06060249	1.26E-08	0.06259235
2.79E-08	0.0295185	1.40E+00	0.0295185	1.64E-08	0.17771636	1.28E-08	0.18967655
2.76E-08	0.03620021	1.38E+00	0.03620021	1.31E-08	0.16494356	1.27E-08	0.18111529
2.53E-08	0.01885207	1.26E+00	0.01885207	2.39E-08	0.11458318	1.28E-08	0.11674273
2.53E-08	0.00346151	1.27E+00	0.00346151	3.28E-08	0.11175487	1.31E-08	0.10302537
2.59E-08	0.00742363	1.29E+00	0.00742363	3.06E-08	0.1200784	1.32E-08	0.11443202
2.84E-08	0.02766722	1.42E+00	0.02766722	2.04E-08	0.13964731	1.38E-08	0.14890754
2.86E-08	0.02362117	1.43E+00	0.02362117	2.18E-08	0.15612462	1.36E-08	0.16315672
2.72E-08	0.00234206	1.36E+00	0.00234206	3.44E-08	0.12518185	1.38E-08	0.11616263
2.82E-08	0.02155443	1.41E+00	0.02155443	2.38E-08	0.1369613	1.38E-08	0.14183906
2.71E-08	0.02642084	1.36E+00	0.02642084	2.19E-08	0.10964297	1.38E-08	0.11692427
2.71E-08	0.02525417	1.36E+00	0.02525417	2.25E-08	0.10919415	1.38E-08	0.11564137
2.92E-08	0.00382351	1.46E+00	0.00382351	3.26E-08	0.16921381	1.39E-08	0.16285511
2.74E-08	0.01431889	1.37E+00	0.01431889	2.88E-08	0.11252714	1.40E-08	0.11143433
2.68E-08	0.01751999	1.34E+00	0.01751999	2.81E-08	0.08692708	1.42E-08	0.08713417
2.71E-08	0.01012071	1.36E+00	0.01012071	3.18E-08	0.09883435	1.42E-08	0.09429517
3.16E-08	0.02032974	1.58E+00	0.02032974	2.40E-08	0.19554428	1.44E-08	0.20172239
3.00E-08	0.02269968	1.50E+00	0.02269968	2.49E-08	0.13801178	1.47E-08	0.14373078
2.78E-08	0.00432895	1.39E+00	0.00432895	3.56E-08	0.09970098	1.46E-08	0.09113519
3.09E-08	0.01219143	1.55E+00	0.01219143	3.01E-08	0.1625731	1.48E-08	0.16183348
2.86E-08	0.02223168	1.43E+00	0.02223168	2.69E-08	0.09165764	1.49E-08	0.09534072
2.68E-08	0.02785695	1.34E+00	0.02785695	2.57E-08	0.03538817	1.50E-08	0.04093982
2.76E-08	0.01057823	1.38E+00	0.01057823	3.37E-08	0.07276868	1.49E-08	0.06758969
3.07E-08	0.03349554	1.53E+00	0.03349554	1.97E-08	0.13676193	1.49E-08	0.15
2.92E-08	0.01260453	1.46E+00	0.01260453	3.16E-08	0.11132545	1.49E-08	0.10898703
3.47E-08	0.00568357	1.73E+00	0.00568357	3.18E-08	0.24656878	1.51E-08	0.24436371
2.97E-08	0.004824	1.48E+00	0.004824	3.53E-08	0.12854764	1.49E-08	0.12139165
2.69E-08	0.0031863	1.35E+00	0.0031863	3.81E-08	0.05925391	1.50E-08	0.04839711
2.98E-08	0.02493498	1.49E+00	0.02493498	2.57E-08	0.1047643	1.52E-08	0.11082462
3.01E-08	0.0123609	1.50E+00	0.0123609	3.22E-08	0.11801201	1.52E-08	0.11574925
3.00E-08	0.04419845	1.50E+00	0.04419845	1.59E-08	0.09406376	1.53E-08	0.11322858
3.21E-08	0.00963967	1.61E+00	0.00963967	3.29E-08	0.16062462	1.55E-08	0.15802508
3.67E-08	0.01445336	1.84E+00	0.01445336	2.79E-08	0.26215528	1.57E-08	0.26666989
3.22E-08	0.04070731	1.61E+00	0.04070731	1.76E-08	0.12932269	1.57E-08	0.14734025
3.11E-08	0.01153081	1.56E+00	0.01153081	3.34E-08	0.12137129	1.57E-08	0.11865063
3.18E-08	0.05823043	1.59E+00	0.05823043	9.71E-09	0.09468917	1.60E-08	0.12370985
3.23E-08	0.03051364	1.61E+00	0.03051364	2.39E-08	0.1220838	1.60E-08	0.13269149
3.20E-08	0.00659593	1.60E+00	0.00659593	3.68E-08	0.12566859	1.61E-08	0.11964817
3.62E-08	0.0250375	1.81E+00	0.0250375	2.53E-08	0.2052459	1.64E-08	0.2150804
3.23E-08	0.02895378	1.62E+00	0.02895378	2.64E-08	0.09919236	1.65E-08	0.10786353
3.38E-08	0.02225874	1.69E+00	0.02225874	2.82E-08	0.15004743	1.64E-08	0.1559009
3.19E-08	0.01730938	1.59E+00	0.01730938	3.30E-08	0.09128234	1.66E-08	0.09150232
3.37E-08	0.00607234	1.69E+00	0.00607234	3.76E-08	0.14411849	1.66E-08	0.13841098
2.98E-08	0.01527666	1.49E+00	0.01527666	3.55E-08	0.04032768	1.66E-08	0.03724577
3.62E-08	0.02579005	1.81E+00	0.02579005	2.62E-08	0.18527107	1.68E-08	0.19489693
3.34E-08	0.00664202	1.67E+00	0.00664202	3.81E-08	0.12696596	1.68E-08	0.12102565
3.34E-08	0.01299123	1.67E+00	0.01299123	3.46E-08	0.12564082	1.68E-08	0.12410085
3.28E-08	0.0135791	1.64E+00	0.0135791	3.60E-08	0.09091727	1.71E-08	0.08850983
3.22E-08	0.00680326	1.61E+00	0.00680326	3.98E-08	0.08251082	1.71E-08	0.0750455
3.06E-08	0.00548527	1.53E+00	0.00548527	4.12E-08	0.04799604	1.70E-08	0.03833542
3.31E-08	0.01058284	1.66E+00	0.01058284	3.73E-08	0.10224224	1.71E-08	0.09815247
3.61E-08	0.01830481	1.81E+00	0.01830481	3.06E-08	0.18086342	1.70E-08	0.18508164
3.58E-08	0.02949928	1.79E+00	0.02949928	2.61E-08	0.15019341	1.73E-08	0.16112602
3.29E-08	0.01594001	1.64E+00	0.01594001	3.68E-08	0.060875	1.77E-08	0.05901502
3.16E-08	0.03263117	1.58E+00	0.03263117	2.80E-08	0.03388122	1.74E-08	0.04272285
3.39E-08	0.01061423	1.69E+00	0.01061423	3.80E-08	0.10200016	1.75E-08	0.09792345
3.52E-08	0.01877188	1.76E+00	0.01877188	3.37E-08	0.1177844	1.77E-08	0.12000571
3.38E-08	0.05551588	1.69E+00	0.05551588	1.46E-08	0.07461894	1.74E-08	0.10099792
3.57E-08	0.01955036	1.79E+00	0.01955036	3.28E-08	0.13262004	1.77E-08	0.1359335
3.23E-08	0.01243563	1.61E+00	0.01243563	3.80E-08	0.06336393	1.74E-08	0.05913998
3.78E-08	0.01233774	1.89E+00	0.01233774	3.46E-08	0.19711683	1.76E-08	0.19775253
3.45E-08	0.01137044	1.73E+00	0.01137044	3.81E-08	0.1038388	1.77E-08	0.10035976
3.70E-08	0.01430794	1.85E+00	0.01430794	3.54E-08	0.15624575	1.79E-08	0.15675612
3.46E-08	0.00747886	1.73E+00	0.00747886	4.07E-08	0.09817065	1.79E-08	0.09175576
3.58E-08	0.00893301	1.79E+00	0.00893301	3.87E-08	0.13374439	1.78E-08	0.12965923
3.33E-08	0.00665623	1.66E+00	0.00665623	4.11E-08	0.08050174	1.77E-08	0.07285937
3.66E-08	0.01139298	1.83E+00	0.01139298	3.73E-08	0.14559128	1.80E-08	0.14366644
3.58E-08	0.03227578	1.79E+00	0.03227578	2.72E-08	0.10937742	1.80E-08	0.12075174
3.68E-08	0.02624908	1.84E+00	0.02624908	2.91E-08	0.14616772	1.78E-08	0.15467444
4.16E-08	0.01032748	2.08E+00	0.01032748	4.00E-08	0.18969365	1.96E-08	0.18864716
3.45E-08	0.00387732	1.73E+00	0.00387732	4.21E-08	0.10681828	1.78E-08	0.09819825
3.22E-08	0.01644624	1.61E+00	0.01644624	3.71E-08	0.04181883	1.78E-08	0.03961144
3.32E-08	0.01010997	1.66E+00	0.01010997	4.02E-08	0.06332661	1.79E-08	0.05747159
3.74E-08	0.00680781	1.87E+00	0.00680781	3.91E-08	0.16963295	1.80E-08	0.16538092
3.40E-08	0.01416163	1.70E+00	0.01416163	3.77E-08	0.07946709	1.80E-08	0.07704595
3.37E-08	0.00430775	1.69E+00	0.00430775	4.37E-08	0.06859235	1.82E-08	0.05886548
3.56E-08	0.01404738	1.78E+00	0.01404738	3.75E-08	0.10670128	1.82E-08	0.10520355
3.52E-08	0.00675816	1.76E+00	0.00675816	4.14E-08	0.10351043	1.82E-08	0.09678726
3.85E-08	0.01677502	1.93E+00	0.01677502	3.41E-08	0.17770344	1.82E-08	0.18073324
3.87E-08	0.03428021	1.94E+00	0.03428021	2.47E-08	0.17434322	1.82E-08	0.18951586
3.85E-08	0.02062321	1.92E+00	0.02062321	3.24E-08	0.17010497	1.83E-08	0.17555138
3.65E-08	0.02595891	1.82E+00	0.02595891	3.14E-08	0.11005272	1.84E-08	0.11702542
3.82E-08	0.01698641	1.91E+00	0.01698641	3.51E-08	0.15560574	1.85E-08	0.15796945
3.58E-08	0.01544394	1.79E+00	0.01544394	3.76E-08	0.0965349	1.85E-08	0.09564121
3.85E-08	0.02619636	1.93E+00	0.02619636	3.08E-08	0.14772286	1.87E-08	0.15624994
3.63E-08	0.01622147	1.82E+00	0.01622147	3.76E-08	0.09741889	1.87E-08	0.09710263
3.89E-08	0.00626384	1.95E+00	0.00626384	4.15E-08	0.16140524	1.89E-08	0.15646886
3.50E-08	0.01203235	1.75E+00	0.01203235	4.17E-08	0.05197792	1.90E-08	0.04705184
3.72E-08	0.01925234	1.86E+00	0.01925234	3.59E-08	0.11068383	1.89E-08	0.11298019
3.89E-08	0.01600847	1.94E+00	0.01600847	3.67E-08	0.15020053	1.90E-08	0.1516798
3.98E-08	0.0159409	1.99E+00	0.0159409	3.71E-08	0.15873926	1.93E-08	0.1604858
4.03E-08	0.01854019	2.01E+00	0.01854019	3.57E-08	0.16599099	1.93E-08	0.16982616
3.96E-08	0.0196285	1.98E+00	0.0196285	3.57E-08	0.14599517	1.94E-08	0.14985621
3.88E-08	0.02889544	1.94E+00	0.02889544	3.04E-08	0.13671598	1.90E-08	0.14672887
3.85E-08	0.04313369	1.92E+00	0.04313369	2.35E-08	0.11561554	1.91E-08	0.13482832
4.04E-08	0.02502319	2.02E+00	0.02502319	3.16E-08	0.17351004	1.92E-08	0.18216517
4.06E-08	0.009782	2.03E+00	0.009782	3.96E-08	0.18449957	1.92E-08	0.18287946
3.74E-08	0.02464263	1.87E+00	0.02464263	3.40E-08	0.09723994	1.92E-08	0.10281816
3.67E-08	0.01081825	1.83E+00	0.01081825	4.16E-08	0.08821366	1.92E-08	0.08377195
3.98E-08	0.03419298	1.99E+00	0.03419298	2.90E-08	0.12795965	1.96E-08	0.14136211
3.77E-08	0.01574543	1.88E+00	0.01574543	4.01E-08	0.08493804	1.96E-08	0.08382834
3.95E-08	0.01887694	1.98E+00	0.01887694	3.61E-08	0.1449489	1.93E-08	0.14824473
3.61E-08	0.03255192	1.80E+00	0.03255192	3.19E-08	0.04220276	1.95E-08	0.05129548
3.86E-08	0.01165137	1.93E+00	0.01165137	4.03E-08	0.12925337	1.93E-08	0.12690761
3.76E-08	0.02149039	1.88E+00	0.02149039	3.63E-08	0.09253101	1.94E-08	0.09572681
