0	-0.398828	-0.16447261	-0.253796631
0	-0.268257	-0.059925419	-0.132790679
0	-1.451383	-0.03135399	-0.684645893
5.00E-04	-1.685005	-0.174211133	-0.737820438
1.00E-03	-1.159446	-0.174211133	-0.737820438
3.00E-03	0.220643	0.025788867	0.109221224
1.05E-02	-1.159446	-0.174211133	-0.737820438
1.15E-02	-0.398828	-0.059925419	-0.253796631
1.25E-02	1.502717	0.225788867	0.956262887
1.80E-02	-1.527332	-0.137199883	-0.571118414
3.75E-02	-1.159446	-0.174211133	-0.737820438
3.90E-02	0.261974	0.023884105	0.101154161
4.70E-02	0.742099	0.111503153	-0.334467265
4.70E-02	-0.763843	-0.078973038	-0.280686842
4.70E-02	-0.641021	-0.066274625	0.47223908
5.75E-02	0.742099	0.111503153	-0.737820438
5.75E-02	-1.159446	-0.174211133	-0.495808534
5.75E-02	-1.001607	-0.117068276	0.47223908
6.85E-02	-1.155241	-0.17159504	-0.576479169
6.85E-02	-1.31654	-0.136115895	-0.722416898
8.05E-02	-1.009486	-0.104369863	-0.442028111
8.95E-02	-0.53247	-0.06170493	-0.259778395
8.95E-02	0.302127	0.035312677	0.149556542
8.95E-02	0.303759	0.027693629	0.117288288
1.08E-01	-1.159446	-0.174211133	-0.737820438
1.20E-01	-1.451383	-0.16447261	-0.684645893
1.22E-01	-1.075144	-0.098020657	-0.4151379
1.22E-01	-0.763843	-0.078973038	-0.334467265
1.22E-01	-0.395378	-0.0408778	-0.173125996
1.68E-01	-0.10529	-0.012306371	-0.052120045
1.68E-01	0.220643	0.025788867	0.109221224
1.79E-01	-1.278262	-0.131301999	-0.55278278
1.79E-01	-0.922471	-0.088496847	-0.374802583
1.88E-01	-1.649954	-0.13881975	-0.575020243
1.98E-01	-1.009486	-0.104369863	-0.442028111
1.98E-01	-0.398828	-0.059925419	-0.253796631
2.16E-01	0.907881	0.079757121	0.337788022
2.17E-01	-1.179008	-0.119018065	-0.495433429
2.17E-01	-0.548812	-0.043260489	-0.180079322
2.20E-01	-1.490508	-0.174211133	-0.737820438
2.20E-01	0.742099	0.111503153	0.47223908
2.36E-01	-0.828791	-0.083664529	-0.348268179
2.51E-01	-0.948075	-0.098020657	-0.737820438
2.51E-01	-0.594191	-0.069449228	-0.4151379
2.51E-01	-1.159446	-0.174211133	-0.294131948
2.61E-01	-0.485806	-0.044122512	-0.515976193
2.61E-01	-0.476402	-0.039726908	-0.185756234
2.61E-01	-1.26993	-0.12183018	-0.167250694
2.78E-01	-0.27719	-0.026592085	-0.11262302
2.79E-01	-0.839544	-0.066274625	-0.280686842
3.26E-01	0.814824	0.07816982	0.331065469
3.42E-01	-0.239665	-0.018481487	-0.07780725
