C1,sex,Bar0,0.23772242
C1,asex,Bar1,0.263879004
C2,sex,Bar2,0.280960854
C2,asex,Bar3,0.337544484
C3,sex,Bar4,0.34341637
C3,asex,Bar5,0.364768683
C4,sex,Bar6,0.373843416
C4,asex,Bar7,0.388790036
C5,sex,Bar8,0.338078292
C5,asex,Bar9,0.401067616
C6,sex,Bar10,0.279893238
C6,asex,Bar11,0.320462633
C7,sex,Bar12,0.293772242
C7,asex,Bar13,0.302313167
