id[ ],sire[ ],dam[ ],year[ ],diet[ ],"obs[ ,1]","obs[ ,2]","obs[ ,3]",PN[ ],CP[ ],DF[ ]
213,23,3,3,1,0.751600292,0.09998163,0.164827805,19.66666667,7.099958333,2249.066667
214,23,3,3,1,0.71362611,0.16955888,1.654003214,19.48148148,7.400461538,2475.559259
215,23,3,3,2,0.069372583,-0.100945155,0.787693872,16.59259259,6.298923077,2343.8
216,23,3,3,1,-0.047759265,0.249643712,-0.967056699,16.11538462,7.762125,2076.915385
217,23,3,3,2,-0.0673208,-0.247182579,-0.331555881,16.03703704,5.773346154,2173.57037
218,24,4,3,1,0.166736237,0.592225204,-1.39366921,17,9.519695652,2012.030769
219,24,4,3,1,-0.644558118,-1.360241953,-0.129169459,13.88888889,2.974576923,2204.351852
220,24,4,3,2,0.644353883,0.71756504,-0.491010373,19.14814815,10.25780769,2149.318519
221,24,4,3,1,-1.0183589,-0.884348458,-1.466398172,12.65384615,3.94968,2000.969231
222,24,4,3,2,-1.752609423,-1.282690548,-1.357557612,10.53846154,3.11524,2017.523077
223,24,4,3,2,0.326955156,-0.520982304,-0.326910338,17.69230769,4.90436,2174.276923
224,24,4,3,2,-0.547938633,0.033278963,-0.670538359,14.22727273,6.823333333,2122.013636
225,24,4,3,1,-0.1611064,-1.18645449,-1.198741881,15.66666667,3.299076923,2041.677778
226,24,4,3,1,-0.557815215,-0.138451933,-1.270591374,14.19230769,6.159727273,2030.75
227,25,4,3,2,-0.294690812,-0.925386961,0.621651327,15.15384615,3.85428,2318.546154
228,25,4,3,1,-0.325370001,-0.530193114,-1.257375743,15.03846154,4.87752,2032.76
229,25,4,3,1,0.831988429,1.160312818,0.469318267,20.06451613,13.35410714,2295.377419
230,25,4,3,1,-0.786173714,-1.389224745,-1.59703719,13.40740741,2.923653846,1981.1
231,25,4,3,1,0.056256572,0.670013528,-0.617118114,16.53846154,9.97127451,2130.138462
232,25,4,3,1,0.565956056,-0.329062897,-0.17107862,18.77777778,5.498461538,2197.977778
233,25,4,3,2,-0.085903431,-0.515323392,-1.303502606,15.96296296,4.920923077,2025.744444
234,25,4,3,2,1.137964346,0.238604371,-1.038015484,21.65384615,7.71124,2066.123077
235,26,4,3,1,0.447857947,1.925449318,-1.164515661,18.23333333,21.06651724,2046.883333
236,26,4,3,2,-0.009622721,-0.679776746,-0.464832368,16.26923077,4.46164,2153.3
237,26,4,3,1,1.525058578,0.982172446,-0.159653957,23.84615385,12.0094,2199.715385
238,26,4,3,2,1.339567569,1.693090917,-0.967056699,22.76923077,18.343,2076.915385
239,26,4,3,2,-0.466601207,-0.395583113,-1.084654481,14.51851852,5.284807692,2059.02963
240,26,4,3,1,0.028154886,-0.869911207,-1.270464933,16.42307692,3.9838,2030.769231
241,26,4,3,1,-0.969852677,-0.71545534,-0.1159306,12.80769231,4.3678,2206.365385
242,26,4,3,1,-1.43234112,-0.644162483,-0.828154533,11.4137931,4.557321429,2098.041379
243,26,4,3,2,0.893624053,-0.207746702,-1.59703719,20.375,5.9106,1981.1
244,26,4,3,1,-0.057350288,-0.276588318,-1.052707948,16.07692308,5.67308,2063.888462
245,27,4,3,1,-2.503344731,-1.691531226,-2.184739499,8.740740741,2.441769231,1891.714815
246,27,4,3,2,-1.26864981,-0.957435109,0.307991055,11.88888889,3.781384615,2270.840741
247,27,4,3,2,-0.676797979,0.492532855,-0.993238451,13.77777778,8.970730769,2072.933333
248,27,4,3,2,-2.133948769,-0.34316593,-1.455730752,9.583333333,5.452454545,2002.591667
249,27,4,3,2,-0.676797979,-0.998636136,-1.618028297,13.77777778,3.689692308,1977.907407
250,27,4,3,2,-0.753046914,-0.266559974,-0.331288013,13.51851852,5.707076923,2173.611111
251,27,4,3,2,0.236091588,-0.335565707,-0.148821227,17.2962963,5.4772,2201.362963
252,27,4,3,1,0.249215326,1.554695694,-0.518244094,17.35294118,16.89121212,2145.176471
253,28,5,3,2,-0.039607172,-0.784269702,0.787693872,16.14814815,4.192346154,2343.8
254,28,5,3,2,-0.518127474,-1.119979155,1.087365067,14.33333333,3.43236,2389.377778
255,28,5,3,1,-1.002574998,-1.497032359,0.376467847,12.7037037,2.741769231,2281.255556
256,28,5,3,1,1.489589943,0.091482046,0.925349226,23.63636364,7.064095238,2364.736364
257,28,5,3,1,0.295809773,-0.531515047,0.696253491,17.55555556,4.87368,2329.892593
258,28,5,3,1,-0.676797979,-0.041581369,1.842679666,13.77777778,6.525692308,2504.255556
259,28,5,3,2,-0.518127474,-0.77256164,0.688996704,14.33333333,4.221692308,2328.788889
260,29,5,3,2,-0.293061156,1.199457038,0.667898449,15.16,13.66920833,2325.58
261,29,5,3,1,0.637480098,0.416706195,0.493819303,19.11538462,8.57448,2299.103846
262,29,5,3,2,1.098127961,-0.044365947,0.124519034,21.44,6.514875,2242.936
263,29,5,3,1,1.618435487,0.38287093,0.1938306,24.40740741,8.40336,2253.477778
264,30,5,3,2,1.007812025,-0.472159002,0.227728073,20.96296296,5.049115385,2258.633333
265,30,5,3,2,1.353104989,2.046311632,3.064014274,22.84615385,22.63944,2690.011538
266,30,5,3,2,0.387575267,2.000826601,2.388767845,17.96153846,22.03416,2587.311538
267,30,5,3,2,2.094580231,1.905286375,1.108550988,27.48148148,20.81496154,2392.6
268,30,5,3,1,-0.335648729,0.163246516,1.185020409,15,7.372681818,2404.230435
269,30,5,3,1,1.174500658,-0.026552878,1.84258226,21.85185185,6.584384615,2504.240741
270,30,5,3,1,0.312710181,-0.03129703,0.445042045,17.62962963,6.5658,2291.685185
271,31,5,3,1,1.208372936,0.174071411,0.017841349,22.03703704,7.420384615,2226.711111
272,31,5,3,2,1.268631899,0.605380102,1.234132359,22.37037037,9.5946,2411.7
273,31,5,3,2,0.613178261,0.062236947,1.653857104,19,6.942076923,2475.537037
274,31,5,3,2,-0.945817628,-0.860885627,1.84433745,12.88461538,4.00528,2504.507692
275,31,5,3,1,-0.786173714,-0.740018015,0.122869942,13.40740741,4.304346154,2242.685185
276,31,5,3,2,0.751600292,-0.072209353,1.611972296,19.66666667,6.407692308,2469.166667
277,31,5,3,1,0.270324982,-0.805218551,1.403765834,17.44444444,4.140346154,2437.5
278,31,5,3,1,-0.429361338,0.188193126,0.863988475,14.65384615,7.48308,2355.403846
279,32,6,3,1,-0.199242945,-0.423729754,0.787693872,15.51851852,5.196923077,2343.8
280,32,6,3,1,0.472617454,0.097957205,-0.232281766,18.34615385,7.0914,2188.669231
281,32,6,3,2,0.244677348,-0.783623093,1.08427241,17.33333333,4.193961538,2388.907407
282,32,6,3,1,-0.764058831,-1.349339424,-0.464832368,13.48148148,2.993961538,2153.3
283,32,6,3,1,-0.446174491,1.803345708,-0.262932979,14.59259259,19.58838462,2184.007407
284,32,6,3,2,0.184187747,0.019631338,0.764852041,17.07407407,6.768076923,2340.325926
285,32,6,3,2,0.296825806,0.014365134,1.526822428,17.56,6.746875,2456.216
286,32,6,3,2,0.337928114,-0.731326865,-0.651195415,17.74074074,4.326692308,2124.955556
287,32,6,3,1,0.929036522,-0.789915005,-0.993384561,20.55555556,4.178269231,2072.911111
288,32,6,3,2,-1.01429425,-0.870070018,1.444019083,12.66666667,3.983423077,2443.622222
289,32,6,3,2,-0.315876073,-1.022157571,-1.010162836,15.07407407,3.638346154,2070.359259
290,33,6,3,1,-0.021237158,-0.084393467,0.437395633,16.22222222,6.361346154,2290.522222
291,33,6,3,2,-0.466601207,-0.431436557,-0.125979395,14.51851852,5.173115385,2204.837037
292,33,6,3,1,0.907281232,-0.385778492,0.164486882,20.44444444,5.315769231,2249.014815
293,33,6,3,2,0.717439736,1.282822687,-0.159704534,19.5,14.36528,2199.707692
294,33,6,3,1,-0.151628613,0.1850061,-1.702187541,15.7037037,7.468884615,1965.107407
295,33,6,3,1,0.139400096,3.431574549,1.670101517,16.88461538,51.67736,2478.007692
296,34,6,3,1,1.453205964,2.38583001,-1.357557612,23.42307692,27.71504167,2017.523077
297,34,6,3,2,-0.254146618,0.188246957,-0.492851731,15.30769231,7.48332,2149.038462
298,34,6,3,2,1.624521676,1.20385636,-1.290157911,24.44444444,13.70508333,2027.774074
299,34,6,3,2,-1.643972455,-1.048471723,-1.168056305,10.82758621,3.58175,2046.344828
300,34,6,3,1,-1.408607735,-0.560907291,-0.263030386,11.48148148,4.789076923,2183.992593
301,35,6,3,1,0.111876507,-0.186762296,-1.01444685,16.76923077,5.98496,2069.707692
302,35,6,3,1,0.560014026,0.073543754,1.997835226,18.75,6.989,2527.853571
303,35,6,3,1,0.283087603,-0.362863688,-0.469333673,17.5,5.38884,2152.615385
304,35,6,3,2,0.404411474,-0.32106313,1.024586558,18.03703704,5.524730769,2379.82963
305,35,6,3,2,0.502116284,-0.341057633,0.751896972,18.48148148,5.459307692,2338.355556
306,35,6,3,2,1.058764912,1.443274561,0.167247046,21.23076923,15.80632,2249.434615
307,35,6,3,1,0.792798436,0.547613035,0.170821483,19.86956522,9.27,2249.978261
308,35,6,3,1,-1.634987122,-1.194752122,-0.758318248,10.85185185,3.282807692,2108.662963
309,35,6,3,2,-0.549363749,-0.799179805,0.70996346,14.22222222,4.155269231,2331.977778
310,35,6,3,2,0.613178261,0.509015825,-1.014345697,19,9.05926087,2069.723077
311,36,7,4,1,1.514434601,1.489405194,-0.159013736,22.18518519,10.4516,2243.051852
312,36,7,4,2,1.109603539,0.824150365,0.887970884,20.30769231,8.15964,2394.253846
313,36,7,4,2,0.64454658,-1.034082481,-0.986866422,18.34615385,4.0866,2123.496154
314,36,7,4,2,1.057280195,0.576900756,2.136202338,20.07692308,7.4424,2574.519231
315,36,7,4,1,1.178450594,0.307068256,0.229139893,20.61538462,6.7314,2299.107692
316,37,7,4,2,2.340403599,2.243767996,2.485751887,26.57142857,13.8387,2625
317,37,7,4,1,-1.042187213,-0.12157003,1.137489339,12.69230769,5.73896,2430.288462
318,37,7,4,2,0.540351384,0.171609393,-0.197457035,17.93333333,6.4005,2237.5
319,37,7,4,2,0.061911248,0.890252677,0.987682389,16.15384615,8.36284,2408.653846
320,37,7,4,2,0.243568982,0.625025283,2.435816237,16.80769231,7.57688,2617.788462
321,37,7,4,1,-0.838676249,0.41283805,3.134915336,13.26923077,7.001625,2718.75
322,37,7,4,1,-0.299226275,0.450865307,0.213679816,14.92857143,7.101407407,2296.875
323,37,7,4,2,1.013215919,2.428717297,1.287296289,19.88461538,14.82466667,2451.923077
324,37,7,4,2,-0.354320115,-0.114739064,-1.409228807,14.75,5.753566667,2062.5
325,37,7,4,2,0.847699841,3.603760652,0.723984112,19.17857143,22.95533333,2370.571429
326,38,7,4,2,0.840431533,0.598149128,-0.15898809,19.14814815,7.50148,2243.055556
327,38,7,4,2,-0.631128288,-1.23024607,0.83787544,13.88461538,3.79892,2387.019231
328,38,7,4,2,-0.450157432,0.504860986,-0.062815728,14.44444444,7.245538462,2256.944444
329,38,7,4,1,0.018099977,-1.311889396,-0.110901909,16,3.68524,2250
330,38,7,4,1,0.914755289,1.649993607,1.387167589,19.46153846,11.09520833,2466.346154
331,39,7,4,2,-0.759739072,0.672261312,1.237360639,13.5,7.71124,2444.711538
332,39,7,4,1,-1.509164174,-0.611650271,0.263788576,11.46153846,4.78224,2304.111538
333,39,7,4,1,0.986572336,0.596013192,1.187424989,19.76923077,7.49552,2437.5
334,39,7,4,2,0.347153556,-0.833292352,-0.110901909,17.19230769,4.40364,2250
335,39,7,4,2,0.127545257,-0.499291857,-0.110901909,16.38709677,4.986428571,2250
336,39,7,4,1,-3.920110311,-0.103965216,-0.344334427,6.769230769,5.77668,2216.288462
337,39,7,4,2,-0.324571843,0.123476637,-0.760411578,14.84615385,6.28688,2156.2
338,40,8,4,2,-1.01452403,-0.004436694,-0.011030609,12.76923077,5.99464,2264.423077
339,40,8,4,2,1.671907124,1.531721107,-0.110901909,22.96153846,10.61748,2250
340,40,8,4,2,0.923794271,0.172289477,-0.160837559,19.5,6.40212,2242.788462
341,40,8,4,1,0.10210679,2.95521189,-0.780492368,16.2962963,18.03315385,2153.3
342,40,8,4,1,-0.865294015,-0.577034304,-0.110901909,13.19230769,4.84424,2250
343,40,8,4,1,0.326623285,0.00755054,-0.110901909,17.11538462,6.02144,2250
344,40,8,4,2,0.48834404,0.877191253,-0.410515808,17.73076923,8.322291667,2206.730769
345,40,8,4,2,-0.070800735,-0.90819057,-2.782445864,15.69230769,4.2826,1864.184615
346,40,8,4,2,-1.84595781,-1.870212527,-1.374138891,10.64864865,2.993885714,2067.567568
347,41,8,4,2,0.438417233,-1.209107861,-0.780492368,17.53846154,3.82892,2153.3
348,41,8,4,1,0.408197698,0.434662875,1.087553689,17.42307692,7.05872,2423.076923
349,41,8,4,2,-0.195928204,0.419253464,0.83787544,15.26923077,7.01836,2387.019231
350,41,8,4,1,0.959772789,0.022717181,-1.353753629,19.65384615,6.05552,2070.511538
351,41,8,4,2,-0.738592417,0.704000921,-0.678919927,13.5625,7.802857143,2167.96875
352,41,8,4,2,-0.132348703,0.6492728,-0.42429116,15.48275862,7.645555556,2204.741379
353,41,8,4,2,-0.241605341,1.170911181,-0.110901909,15.11764706,9.283483871,2250
354,42,8,4,2,-0.530779222,-0.148469711,1.836588438,14.19230769,5.6818,2531.25
355,42,8,4,1,-0.46915995,-0.64792518,0.58819719,14.38461538,4.71812,2350.961538
356,42,8,4,2,0.21203102,-0.624899555,-0.410515808,16.69230769,4.75872,2206.730769
357,42,8,4,1,-0.408359018,-0.261783429,-0.50495411,14.57692308,5.4472,2193.092308
358,42,8,4,1,-0.580678821,-0.121345277,-1.459164457,14.03846154,5.73944,2055.288462
359,42,8,4,2,-0.397633993,0.366304767,-0.543677542,14.61111111,6.881428571,2187.5
360,42,8,4,1,-0.474876119,-1.041038428,1.187424989,14.36666667,4.076035714,2437.5
361,43,8,4,1,-0.360293035,-0.283359538,-0.110901909,14.73076923,5.40364,2250
362,43,8,4,2,-1.028334728,-0.036872237,0.088867323,12.73076923,5.92272,2278.85
363,44,9,4,1,0.979969735,0.216718656,0.057361257,19.74074074,6.508846154,2274.3
364,44,9,4,2,-0.733726259,-0.436496882,0.33851894,13.57692308,5.10432,2314.903846
365,44,9,4,2,-0.618463708,-0.354105403,-1.468405881,13.92307692,5.26324,2053.953846
366,44,9,4,1,-1.098020135,-1.158099643,0.038905041,12.53846154,3.902291667,2271.634615
367,44,9,4,1,-0.905513098,-0.329000423,0.22911326,13.07692308,5.31264,2299.103846
368,44,9,4,1,-1.000754869,-1.02020381,-0.229762072,12.80769231,4.10776,2232.834615
369,44,9,4,2,-1.405453975,-0.863642668,-0.110901909,11.72413793,4.354185185,2250
370,44,9,4,1,-0.812212344,-1.320595625,-0.229522381,13.34615385,3.67332,2232.869231
371,45,9,4,1,-0.485510834,-1.01471815,-1.31308209,14.33333333,4.116153846,2076.385185
372,45,9,4,1,-0.652010741,1.316848788,-0.694951173,13.82142857,9.801576923,2165.653571
373,45,9,4,2,-0.493708227,1.382441133,0.038905041,14.30769231,10.04376,2271.634615
374,45,9,4,2,0.940533752,1.226594202,0.497729011,19.57142857,9.477851852,2337.896429
375,45,9,4,2,-1.7456148,-1.741236663,-0.110901909,10.88461538,3.14108,2250
376,45,9,4,1,-0.062728604,0.922617141,-0.517863341,15.72,8.464166667,2191.228
377,45,9,4,1,0.060296062,-0.61056376,0.562304631,16.14814815,4.784173913,2347.222222
378,45,9,4,2,0.508163304,-0.422654693,-1.330743281,17.80769231,5.13068,2073.834615
379,46,9,4,2,0.245508669,1.811672553,-1.818384507,16.81481481,11.78323077,2003.411111
380,46,9,4,2,-0.606338582,-1.55256116,-1.097796537,13.96,3.369541667,2107.476
381,46,9,4,1,-1.298978413,-0.17678828,1.137489339,12,5.62224,2430.288462
382,46,9,4,1,-0.669333596,-1.192427796,-1.359293157,13.76923077,3.85276,2069.711538
383,46,9,4,2,-0.878661157,0.08380899,-0.252479464,13.15384615,6.19476,2229.553846
384,46,9,4,2,-0.39629513,1.368948642,-0.710129708,14.61538462,9.993458333,2163.461538
385,46,9,4,1,-1.71337352,-1.615647906,-0.872240802,10.96153846,3.29136,2140.05
386,46,9,4,1,-1.417900497,-0.178796533,-0.435576847,11.69230769,5.61804,2203.111538
387,46,9,4,2,0.691608261,0.105200836,1.048318536,18.53571429,6.244269231,2417.410714
388,46,9,4,1,-1.083997941,-1.512774761,-0.91807507,12.57692308,3.4198,2133.430769
389,46,9,4,1,-2.012060472,-1.249214196,-0.114870129,10.26923077,3.7722,2249.426923
390,46,9,4,2,-2.33160242,-0.063446436,0.41364879,9.576923077,5.86444,2325.753846
391,47,9,4,1,-1.441050945,-0.60575083,-0.93940758,11.63333333,4.79275,2130.35
392,47,9,4,2,-0.253954872,0.352009669,0.53826154,15.07692308,6.84492,2343.75
393,47,9,4,2,0.52789714,0.419360673,0.939983857,17.88461538,7.01864,2401.765385
394,47,9,4,1,-0.456934995,-0.297560471,-1.059679257,14.42307692,5.37516,2112.980769
395,47,9,4,1,-0.759739072,1.123332209,1.137489339,13.5,9.120565217,2430.288462
396,47,9,4,1,-1.684742728,-0.336546921,-0.110901909,11.03030303,5.297741935,2250
