11.2549541,16.27150962
11.13305085,12.36313612
10.52476693,10.9820842
10.55140364,8.458175148
14.79758942,7.585419955
12.92003299,8.56430491
12.95572239,10.22177196
12.98572424,11.13701318
13.01383024,11.8048458
13.01743235,12.27492215
13.04307374,12.62112358
13.67837355,11.52774816
13.67970065,11.70093418
13.09682113,13.63515762
13.0079057,14.0316939
12.80462303,14.50330589
12.31980643,14.23473958
12.00026068,14.53401868
11.54885846,15.62602909
13.37304668,13.68259182
14.86460777,10.33131425
14.73218255,11.04982297
14.30016541,11.6715864
14.37140203,11.96796485
14.99148763,11.88913535
14.3552399,12.85880647
14.24201017,13.08232735
15.13547754,12.67981914
15.73011133,12.27952907
16.87226701,11.33084503
15.13889007,13.12515463
14.93845118,13.96787954
14.72986013,13.74674743
15.0110149,14.43744401
14.13598468,14.24600094
14.23039808,14.56694962
13.70055501,14.42242887
13.56775062,15.09145587
13.48262689,15.98280937
13.94218127,15.95465597
15.13391346,15.47570703
15.41108694,15.64684554
16.36820752,14.55108135
16.76050657,14.74610758
16.75861072,14.49869897
17.07853564,14.24890159
17.08782532,15.46120377
16.92824202,15.63558418
16.35659543,16.03570362
15.94794466,16.70677814
14.54686308,16.86563153
15.19296924,17.18248518
15.92836999,17.15228426
15.10424339,17.60376232
15.7038064,17.84673463
