Z1 Z2 type_final
0.0198 0.004 NA
0.0246 0 NA
0.0049 0.0031 NA
0 0.0013 NA
0 0 NA
0.1575 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0741 0 NA
0 0 NA
0.0746 0 NA
0 0 NA
0.0723 0 NA
0.061 0 NA
0.1291 0 NA
0.0857 0 NA
0.0727 0 NA
0.035 0.0032 NA
0.0398 0 NA
0 0 NA
0.0373 0 NA
0.0331 0 NA
0.0823 0 NA
0 0 NA
0.0557 0.0054 NA
0 0.0313 NA
0 0 NA
0 0 NA
0.2993 0 G2
0.1534 0.0017 C0.5
0 0 NA
0 0 NA
0.0114 0.0071 NA
0 0 NA
0 0 NA
0.0729 0.0099 NA
0.0646 0 NA
0 0 NA
0 0 NA
0.0056 0 NA
0 0 NA
0.0463 0 NA
0.0277 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0652 0.0111 NA
0 0 NA
0.1115 0 NA
0.0608 0 NA
0.011 0 NA
0 0 NA
0.0168 0 NA
0 0 NA
0.0011 0.012 NA
0.1631 0.0443 NA
0.1267 0 NA
0.0443 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0361 0 NA
0 0 NA
0.0384 0 NA
0.0124 0 NA
0 0 NA
0.0927 0 NA
0 0 NA
0.0769 0 NA
0 0 NA
0.1377 0 NA
0.093 0 NA
0.0148 0 NA
0 0 NA
0.0843 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0805 0 NA
0.0309 0 NA
0.0591 0 NA
0 0 NA
0.0065 0.004 NA
0 0 NA
0 0 NA
0.0672 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0143 0 NA
0 0 NA
0 0 NA
0.1061 0 NA
0.0184 0 NA
0.0345 0 NA
0.0886 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1364 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0672 0 NA
0.0551 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2443 0 C1r1
0 0 NA
0.0187 0 NA
0.0994 0 NA
0 0 NA
0.057 0 NA
0.0292 0.0015 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2582 0.0064 G2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1493 0 NA
0.1225 0 NA
0 0 NA
0 0 NA
0.0842 0 NA
0 0 NA
0.1329 0.0018 NA
0 0 NA
0.0208 0 NA
0 0 NA
0.0412 0.0035 NA
0.0143 0 NA
0 0 NA
0 0 NA
0.0461 0 NA
0.0254 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2878 0 C1
0.0325 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1156 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0914 0.0275 NA
0 0 NA
0.0276 0 NA
0 0 NA
0.0603 0 NA
0.11 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0352 0 NA
0 0 NA
0.1203 0.0042 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0959 0 NA
0 0 NA
0 0 NA
0.0329 0 NA
0 0 NA
0 0 NA
0.0039 0 NA
0 0 NA
0.0151 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1748 0 C1r1
0.0102 0 NA
0.1406 0.0109 C1r1
0.0733 0 NA
0 0 NA
0 0 NA
0.0847 0 NA
0.0352 0 NA
0.096 0 NA
0 0 NA
0.0282 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0395 0 NA
0 0 NA
0 0 NA
0 0 NA
0.074 0.0119 NA
0.0588 0 NA
0 0 NA
0 0 NA
0.1876 0 NA
0 0 NA
0.0328 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0887 0 NA
0.0211 0 NA
0 0 NA
0.0069 0 NA
0 0 NA
0.0919 0 NA
0.0753 0 NA
0 0 NA
0 0 NA
0.0352 0 NA
0.0079 0.0073 NA
0.019 2e-04 NA
0.171 0 NA
0.0669 0 NA
0.0196 0 NA
0.0087 0.0042 NA
0 0 NA
0 0 NA
0.0993 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2182 0 NA
0.1099 0 NA
0.0454 0 NA
0.0673 0 NA
0 0 NA
0 0 NA
0.0761 0 NA
0.0624 0 NA
0.3157 0.013 NA
0 0 NA
0.0518 0 NA
0 0 NA
0 0 NA
0.0786 0 NA
0.0571 0 NA
0 0 NA
0.6197 0 G1
0.3732 0 NA
0.1534 0 NA
0.1404 0 C1r1
0.072 0 NA
0.0494 0 NA
0.1084 0 NA
0 0 NA
0.2433 0 C1r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1289 6e-04 NA
0.116 0 NA
0.1228 0 NA
0.0324 0 NA
0 0 NA
0 0 NA
0.0632 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.058 0 NA
0 0 NA
0.0229 0.0096 NA
0 0 NA
0.1343 0 NA
0.0512 0 NA
0.3361 0 NA
0 0 NA
0 0 NA
0 0.0212 NA
0 0 NA
0 0 NA
0 0 NA
0.1204 0 NA
0.089 0 NA
0 0.0231 NA
0 0 NA
0 0 NA
0.0644 1e-04 NA
0.0505 0 NA
0.0149 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0047 0.0425 NA
0 0 NA
0 0 NA
0 0 NA
0.0249 0.0278 C2
0 0 NA
0 0 NA
0 0 NA
0.0562 0 NA
0.0563 0 NA
0.0948 0.0112 NA
0 0 NA
0.0578 0 NA
0 0 NA
0.1007 0 NA
0.0496 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1187 0 NA
0.1242 0 NA
0.0194 0 NA
0 0 NA
0 0 NA
0.0255 6e-04 NA
0.0037 0.0076 NA
0 0 NA
0 0 NA
0.0218 0 NA
0 0 NA
0 0 NA
0.0032 0.0204 NA
0 0.0109 NA
0 0 NA
0 0 NA
0.2351 0.0068 C1
0.0021 0.0178 NA
0.118 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1357 0.0082 NA
0.1124 0 NA
0.105 0 NA
0.0592 0 NA
0.0236 0 NA
0.0182 0 NA
0.0499 0 NA
0.0732 0 NA
0 0 NA
0.104 0 NA
0 0 NA
0.1244 0 NA
0.0665 0 NA
0.0253 0 NA
0 0 NA
0 0 NA
0.083 0 NA
0.0335 0.0038 NA
0 0.0479 NA
0.0442 0 NA
0 0 NA
0 0 NA
0 0.0143 NA
0 0 NA
0.0841 0 NA
0.0029 0.0116 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.044 0.0175 NA
0.0729 0 NA
0.0242 0.0133 NA
0.187 0.0352 C1
0.0835 0 NA
0.0437 0 NA
0 0 NA
0 0 NA
0 0 NA
0.079 0.0026 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0605 8e-04 NA
0 0 NA
0.1021 0 NA
0 0 NA
0 0 C4
0 0 NA
0.0294 0.0036 NA
0.0127 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1195 0.0257 NA
0.0905 0 NA
0.006 0 NA
0.0478 0 NA
0 0 NA
0.0285 0 NA
0.09 0 NA
0.0418 0 NA
0.282 0 NA
0.0375 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0164 0.0015 NA
0 0 NA
0 0 NA
0 0 NA
0.1065 0 NA
0.0559 0 NA
0.0478 0 NA
0.0356 0.0022 NA
0.0514 0 NA
0.0086 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.055 0 NA
0 0 NA
0.2187 0.021 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1477 0 NA
0 0 NA
0 0 NA
0.0181 0 NA
0 0 NA
0 0 NA
0 0.0159 NA
0 0 NA
0 0 NA
0 0 C4
0 0 C4
0.0069 0.0041 NA
0 0 NA
0.0384 0 NA
0 0 NA
0 0 C2r1
0 0.0302 NA
0.0991 0 NA
0 0.0421 NA
0 0 NA
0 0 NA
0.1923 0 C3
0.1267 0 NA
0.0856 0 NA
0 0 NA
0.0785 0.0026 NA
0.0673 0 NA
0.0164 0.007 NA
0 0 NA
0 0 NA
0 0 NA
0.1054 0 NA
0.0903 0 NA
0.0238 0 NA
0.1696 0 NA
0.1109 0 NA
0.0893 0 NA
0 0 NA
0.2584 0 NA
0.076 0 NA
0 0 NA
0 0 NA
0.0813 2e-04 NA
0.0694 0 NA
0.0604 0 NA
0.0214 0.0166 NA
0 0 NA
0 0 NA
0.0795 0 NA
0.0098 0.0019 NA
0 0 NA
0.2723 0 C1
0.0243 0 NA
0.0143 0 NA
0.251 0 GAV
0 0 NA
0 0 NA
0.0891 0.026 C1r1
0.0785 0 NA
0 0 NA
0 0 NA
0.1078 0.02 NA
0.0885 0 NA
0.0914 0.01 C1r1
0 0 NA
0 0 NA
0.5995 0 G1
0 0 NA
0.1122 0 NA
0.0306 0.0071 NA
0 0 NA
0 0 NA
0.0275 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0634 0 NA
0.0866 0 NA
0 0 NA
0.0878 0 NA
0.1514 0 NA
0.1008 0 NA
0.031 0 NA
0.0066 0.001 NA
0.0627 0.0135 NA
0.0205 0 NA
0.0464 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0271 NA
0.0111 0.0046 NA
0 0 NA
0 0 NA
0.0119 0 NA
0 0 NA
0 0 NA
0.1026 0 NA
0.0924 0 NA
0 0.03 NA
0.0216 0.0039 NA
0.0455 0 NA
0 0 NA
0 0 NA
0.118 0 NA
0.0764 0 NA
0 0.0333 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0702 0 NA
0 0 NA
0 0 NA
0.092 0 NA
0.0375 0.0246 NA
0 0 NA
0 0 NA
0 0 NA
0.0317 0.0037 NA
0 0 NA
0 0 NA
0 0 NA
0.068 0 NA
0.0611 0.0023 NA
0 0.0117 NA
0 0 NA
0.0227 0.0344 NA
0 0 NA
0 0 NA
0 0 NA
0.0238 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0459 0.0233 NA
0 0 NA
0 0 NA
0.0578 0 NA
0.0144 0.0069 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1177 0 NA
0 0 NA
0.0192 0.0104 NA
0.0275 0 NA
0 0 NA
0 0 NA
0.0112 0 NA
0.0244 0 NA
0.0738 0 NA
0 0 NA
0.0315 0.0351 NA
0.0108 0.0239 NA
0.0412 0 NA
0 0 NA
0.0155 0 NA
0 0 NA
0.1468 0 NA
0.0962 0 NA
0.1107 0 NA
0.0631 0 NA
0 0.0283 NA
0.0265 0.0144 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0361 0 NA
0.0794 0.0015 NA
0 0 NA
0 0 NA
0.0717 0 NA
0.0418 0 NA
0 0 NA
0.1269 0 NA
0.032 0.0026 NA
0.1136 0 NA
0 0.0228 NA
0.0123 0 NA
0.0024 0 NA
0 0.0088 NA
0.0082 0 NA
0 0 NA
0.1122 0 NA
0.063 0 NA
0 0 NA
0.0348 0 NA
0 0 NA
0.1245 0 NA
0 0 NA
0.114 0 NA
0.0529 0 C3
0 0 NA
0 0 NA
0 0 NA
0.264 0 GAV
0 0 NA
0 0 NA
0.1119 0 NA
0 0.0123 NA
0.0665 0 NA
0 0 NA
0 0 NA
0.1805 0 NA
0.0799 0 NA
0.0473 0 NA
0 0.0256 NA
0.0535 0.015 NA
0 0 NA
0.0476 0 NA
0.0278 0 NA
0.0054 0.0031 NA
0 0 NA
0.1282 0 NA
0.0694 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0284 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.3497 0 AV2
0.0757 0 NA
0.0022 0.0101 NA
0.0179 0 C2r1
0.0554 0 NA
0 0 NA
0.0299 0 NA
0 0 NA
0.0335 0.003 NA
0 0 NA
0.0148 0.0097 NA
0.1107 0 C1r1
0 0.0187 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0022 0.0159 NA
0.0193 0.0061 NA
0.0613 0 NA
0 0 NA
0 0 NA
0.0213 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0068 1e-04 NA
0 0 NA
0 0 NA
0.0371 0 NA
0 0 NA
0 0 NA
0 0 C2r1
0.0303 0 NA
0 0 NA
0.0898 0 C2
0.0265 0.0293 NA
0 0 NA
0.0889 0 NA
0 0 NA
0.6065 0 AV
0.1358 0 C1r1
0.0668 0 NA
0 0 NA
0 0.0155 NA
0.0227 0 NA
0.0702 0 NA
0.0127 0.0182 NA
0.0283 0.0073 NA
0 0 NA
0 0 NA
0.0672 0 NA
0.0621 0 NA
0 0 NA
0 0 NA
0.0476 0.0027 NA
0.0231 0 NA
0.0981 0 C2r1
0.0641 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0892 0 NA
0.0538 0 NA
0.034 0 NA
0 0 NA
0.0485 0 NA
0.0311 0 NA
0.0466 0 NA
0.0562 0.03 NA
0 0 C3
0 0 NA
0.067 0 NA
0 0.0241 NA
0 0 NA
0 0 NA
0.0266 0 NA
0 0.0049 NA
0 0 NA
0.0584 0 NA
0.022 0 NA
0 0 NA
0.0333 0 NA
0 0 NA
0.1115 0 NA
0 0 NA
0 0 NA
0.1208 0 NA
0.038 0 NA
0 0 NA
0 0 NA
0.0525 0 NA
0 0 NA
0.129 0 C2
0 0 NA
0.0369 0 NA
0 0 NA
0 0 NA
0.1964 0 C2r1
0.0623 0 NA
0 0.0143 NA
0.0212 0.0011 NA
0 0 NA
0.0713 0 NA
0.0308 0 NA
0 0 NA
0.0902 0 NA
0.0338 0 C4
0 0 NA
0.1595 0 NA
0.0669 0 NA
0.035 0 NA
0 0 NA
0.1694 0 NA
0 0.035 NA
0 0 NA
0 0.0163 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0945 0 NA
0.0526 0 NA
0 0 NA
0.1738 0 NA
0 0 NA
0 0 NA
0.0596 0 NA
0 0 NA
0.1044 0 NA
0.0356 0 NA
0 0 NA
0 0 NA
0.0964 0 NA
0 0 NA
0.2841 0.003 C1
0.2624 0 C1
0.0513 0.0081 NA
0 0 NA
0.0612 0 NA
0.0363 0 NA
0 0 NA
0.0303 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1648 0 NA
0.0943 0 NA
0.0746 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0724 0.0037 C2
0.0631 0 NA
0.0115 0 NA
0 0 NA
0.0894 0.0029 NA
0.0344 0 NA
0.0731 0 C2
0 0.0265 NA
0.0354 0 NA
0 0 NA
0.0453 0 NA
0.0768 0 NA
0.1072 0 NA
0.078 0 NA
0.0073 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0361 0 NA
0 0 NA
0 0 NA
0.0105 0 NA
0 0 NA
0.0841 0 NA
0 0 NA
0 0 NA
0.1232 0 NA
0.0097 0.0017 NA
0 0 NA
0 0 NA
0.0391 0 NA
0.0387 0 NA
0 0 NA
0.1844 0 NA
0.1218 0 C0.5
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0187 0 NA
0 0.0124 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0458 0 NA
0.0536 0.0117 NA
0 0 NA
0.0099 0 NA
0.0298 0.0159 NA
0 0 NA
0.074 0 NA
0.0338 0 NA
0.0947 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1356 0 NA
0 0 NA
0.0677 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0806 0 NA
0.0312 0.0112 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0122 0.016 NA
0.032 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2743 0 NA
0.0502 0 NA
0 0.0135 NA
0 0 NA
0 0.023 NA
0.0395 0 NA
0 0 NA
0.0573 0.0013 NA
0.0407 0 NA
0.0176 3e-04 NA
0 0 NA
0 0 NA
0.1444 0 NA
0 0.0121 NA
0 0 NA
0.0514 0 NA
0.0345 0 NA
0.0215 0 NA
0.0386 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0281 0 NA
0.0798 0 NA
0.076 0 NA
0.0986 0 NA
0 0 NA
0 0.018 NA
0 0.0415 NA
0.0398 0.0148 NA
0.3634 0 GAV
0.0985 0 NA
0.0634 0 C0.5
0 0.0115 NA
0.0459 0 C4
0.2125 0 NA
0 0.0232 NA
0 0 NA
0 0 NA
0 0 NA
0.017 0 NA
0 0 NA
0.1363 0 NA
0.103 0 NA
0.0593 0 NA
0 0 NA
0 0 NA
0.0774 0 NA
0 0 NA
0.0851 0 NA
0.0779 0 NA
0.0731 0 NA
0.0714 0 NA
0.0327 0 NA
0 0 NA
0.0424 0 NA
0.018 0 NA
0 0 NA
0.0252 0 NA
0 0 C2
0 0.0095 NA
0 0 NA
0 0 NA
0.086 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0088 0.0247 NA
0 0 NA
0.1053 0 NA
0.0668 0 NA
0 0 NA
0 0 NA
0 0 NA
0.9256 0.0744 PO
0.9359 0.0641 PO
0.0107 0.0115 NA
0 0 NA
0.2509 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C4
1 0 PO
0 0 NA
0.0812 0 C1r1
0.0207 0.0018 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0327 0 NA
0 0 NA
0.0335 0.0271 NA
0 0 NA
0.0244 0.0056 NA
0 0 NA
0.1565 0 NA
0.0155 0 NA
0.1239 0 NA
0.0795 0 NA
0 0 C4
0.1467 0.007 C1r1
0.03 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.166 0.0207 C1r1
0.0134 2e-04 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0585 0 NA
0 0 NA
0.038 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0532 0.0174 C3
0.0861 0 C3
0.0384 0 NA
0 0 NA
0.0108 0.0183 NA
0.0409 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0729 0.0091 NA
0 0.0358 NA
0 0.0327 NA
0.0165 0 NA
0 0 NA
0 0 NA
0.0072 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0119 NA
0.001 0.0194 NA
0.032 0 NA
0.1294 0.0025 NA
0.0412 0 NA
0 0 NA
0.0727 0 NA
0 0 NA
0.041 0 NA
0.039 0 NA
0 0 NA
0.0577 0.003 NA
0 0 NA
0.048 0.0165 NA
0.0948 0 NA
0 0.0066 C4
0 0 NA
0 0 NA
0 0 NA
0.1802 0 NA
0.0934 0 NA
0.0327 0.0156 NA
0.032 0 NA
0 0 NA
0.0068 0.0022 NA
0 0 NA
0.0109 0.0051 NA
0 0 NA
0 0 NA
0.0056 0.0168 NA
0 0 NA
0.0458 0.0047 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1358 0 C2
0.1958 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1558 0 NA
0.0624 0 NA
0 0 NA
0 0 NA
0.0764 0 NA
0 0 NA
0.0974 0 NA
0.0135 0.0227 NA
0 0 NA
0 0 NA
0 0 NA
0.0539 0 NA
0 0 NA
0.1065 0 NA
0 0 NA
0 0 NA
0.1254 0 NA
0.043 0.018 NA
0.0332 6e-04 NA
0.0699 0 NA
0 0 NA
0.0314 0 NA
0 0.0104 NA
0.0501 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0575 NA
0.0131 0 NA
0.1342 0 NA
0 0 NA
0.034 0.0102 NA
0 0 NA
0 0 NA
0.0405 0 NA
0.0386 0 NA
0 0 NA
0 0 NA
0.1764 0 C0.5
0 0 NA
0.0567 0 NA
0.0554 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1512 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C2
0.2658 0 G2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0085 0.0028 NA
0 0 NA
0.1129 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0043 0.0315 C1r1
0 0 NA
0 0 NA
0 0 NA
0.0226 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0289 0 NA
0.1009 0 NA
0 0 NA
0.0589 0 NA
0 0 NA
0.1368 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1798 0 GAV
0.0811 0 NA
0.0225 0.009 NA
0 0 NA
0 0 NA
0.0688 0 NA
0 0 NA
0.0256 0.0044 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0852 0 NA
0.0598 0.0206 NA
0.0106 0 NA
0 0 NA
0.038 0 NA
0.0396 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0234 0.0012 NA
0 0 NA
0.0747 0 NA
0.0462 0 NA
0 0 NA
0 0 NA
0.0661 0 NA
0 0.0252 NA
0 0 NA
0 0 NA
0.0703 0 NA
0.0771 0 NA
0 0 NA
0.4356 0.0515 AV
0.0853 0 NA
0.0264 0 NA
0.0227 0.0134 NA
0.013 4e-04 NA
0.0707 0 NA
0.064 0 NA
0.0521 0 NA
0 0 NA
0 0 NA
0.0893 0 NA
0.0388 0 NA
0 0.0146 NA
0.2491 0 NA
0.099 0 NA
0.0977 0 NA
0.0339 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0124 0 NA
0 0 NA
0.0313 0.0274 NA
0.071 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0647 0 NA
0.0036 0.0031 NA
0.2503 0 G3
0.2552 0 NA
0 0 NA
0.0658 0 NA
0.0594 0 NA
0.15 0 NA
0.1423 0 G2
0 0 NA
0 0 NA
0.0275 0.0186 NA
0 0 NA
0.0514 0 NA
0 0 NA
0 0 NA
0.0744 0 NA
0 0.0069 NA
0 0 NA
0 0 NA
0.3007 0 C1r1
0 0 NA
0 0 NA
0 0 NA
0.18 0 NA
0.0159 0 NA
0 0 NA
0 0 NA
0.0051 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0634 0 NA
0.0416 0 NA
0 0 NA
0.0889 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0189 NA
0.1409 0 NA
0.0678 0 NA
0 0 NA
0.022 0.0214 NA
0.0331 0 NA
0.006 0.0113 NA
0 0 NA
0 0.0304 NA
0 0 NA
0 0 C2
0.0888 0 NA
0.015 0 NA
0 0 NA
0.0903 0 NA
0.0703 0.0013 NA
0 0 NA
0.0628 0.0346 NA
0.0497 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1014 0 NA
0 0 NA
0.0292 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C4
0 0 NA
0 0 NA
0 0 NA
0.1337 0 NA
0.0367 0.0056 NA
0.0354 0 NA
0.0089 0 NA
0 0 NA
0.0724 0 NA
0.0355 0 NA
0 0 NA
0.089 0.0073 NA
0 0 NA
0 0 C2
0.4939 0 AV
0.4305 0 AV
0.0312 0 NA
0.1315 0 NA
0.0397 0 NA
0.0617 0.0026 NA
0 0 NA
0.0584 0 NA
0 0 NA
0 0.0212 NA
0.0246 0 NA
0 0.0033 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.145 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0963 0 NA
0.0937 0 NA
0.0665 5e-04 NA
0 0 NA
0.0428 0 NA
0 0 NA
0.1204 0 NA
0.0721 0 NA
0.0378 0.0016 NA
0 0 NA
0 0 NA
0.0453 0 NA
0.0115 0.0026 NA
0 0 NA
0 0 NA
0.0499 0 NA
0 0 NA
0.0718 0 NA
0.0715 0 NA
0.0334 3e-04 NA
0 0 NA
0.2034 0.005 C1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1531 0 NA
0.0307 0 NA
0 0.0153 NA
0 0 NA
0 0 NA
0 0 NA
0.1601 0 NA
0.13 0 NA
0 0.008 NA
0.038 0 C4
0.0355 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0466 0 NA
0.0366 0.0081 NA
0 0 NA
0 0 NA
0 0 NA
0.0494 0 NA
0.0203 0.0018 NA
0 0 NA
0.0268 0 NA
0 0 NA
0.1218 0 NA
0.0779 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0342 0 NA
0 0 NA
0 0 NA
0.0609 0.003 C2
0 0 NA
0.0759 0.0283 NA
0 0 NA
0.0285 0 NA
0 0 NA
0.1651 0 NA
0.1314 0 NA
0 0 NA
0 0 NA
0.076 0 NA
0.0532 0 NA
0.028 0.0105 NA
0.0201 0.0057 NA
0 0 NA
0.1317 0 NA
0.1896 0 C1r1
0 0 NA
0 0 NA
0 0 NA
0.1286 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2898 0 C1r1
0.188 0.0013 C1r1
0.1257 0 NA
0.0775 0 NA
0.0726 0 NA
0 0 NA
0 0 NA
0 0 C2r1
0.0642 0 NA
0.0251 0.0014 NA
0 0 NA
0.0439 0 NA
0.2407 0 NA
0 0 NA
0.0302 0 NA
0.1219 0 NA
0.1812 0 NA
0 0 NA
0 0 NA
0.0069 0.0187 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.5465 0 HS
0.0982 0 NA
0 0 NA
0 0 NA
0.0887 0 NA
0 0.0298 NA
0.2449 0 NA
0.1557 0 C0.5
0.1521 0 NA
0.0796 0 NA
0 0 NA
0.063 0.0088 NA
0.2005 0 NA
0.0246 0.0212 NA
0 0 NA
0 0 NA
0.181 0 NA
0 0 NA
0.0585 0 NA
0 0 NA
0 0 NA
0 0.0297 C2r1
0.0147 0.0128 NA
0.039 0 NA
0 0 NA
0 0.0327 NA
0.3908 0.0951 AV
0 0 NA
0 0 NA
0 0.0207 NA
0 0 NA
0 0 NA
0 0 NA
0.1494 0 NA
0.0947 0 NA
0.0184 0.0072 NA
0.0142 0.0077 NA
0 0 NA
0 0 C2r1
0.0139 0 NA
0 0 NA
0.092 0.0045 C1
0 0 NA
0 0 NA
0.0686 0 NA
0.0442 0 NA
0.1143 0 NA
0.0644 0 NA
0 0 NA
0.0965 0 NA
0.0751 0 NA
0.0453 0 NA
0 0 NA
0 0 NA
0.069 0 C3
0 0 NA
0.0685 0 NA
0 0 NA
0.0744 0 NA
0 0 NA
0 0 NA
0.0363 0 NA
0 0 NA
0 0 NA
0.0112 0.0154 NA
0.0015 0.0135 NA
0.0099 0 NA
0.0556 0 NA
0 0.0111 NA
0.0216 0 NA
0 0 NA
0.0705 0 NA
0.0664 0 NA
0.0163 0 NA
0.078 0.0047 NA
